Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
52,806,2.009,119,101,Valid
53,334,1.938,119,65,Valid
53,798,1.859,122,87,Valid
54,326,1.702,119,34,Valid
54,774,1.656,125,51,Valid
55,182,1.659,141,99,Valid
56,991,1.918,,116,Valid
57,543,1.938,115,116,Valid
57,983,1.618,138,95,Valid
58,887,1.928,65,56,Valid
59,367,2.012,122,93,Valid
59,839,1.834,129,114,Valid
60,767,1.643,67,81,Valid
61,215,1.633,131,56,Valid
61,631,1.742,136,62,Valid
62,95,1.643,136,43,Valid
62,479,1.707,141,108,Valid
62,975,1.679,131,85,Valid
63,479,1.666,122,65,Valid
63,935,1.651,127,55,Valid
64,407,1.768,122,67,Valid
64,879,1.801,127,84,Valid
65,424,1.946,108,91,Valid
65,912,1.709,131,76,Valid
66,432,1.552,120,34,Valid
66,920,1.821,108,95,Valid
67,424,1.656,127,93,Valid
67,952,1.577,119,34,Valid
68,408,1.72,122,36,Valid
68,848,1.885,129,82,Valid
69,360,1.758,122,80,Valid
69,888,1.562,119,60,Valid
70,808,1.466,65,40,Valid
71,240,1.491,131,56,Valid
71,672,1.382,138,61,Valid
74,881,3.17,43,81,Valid
75,345,3.233,133,180,Valid
75,777,2.835,129,167,Valid
76,265,2.71,125,140,Valid
76,737,2.616,129,110,Valid
77,225,2.939,117,144,Valid
77,697,2.819,129,145,Valid
78,193,2.606,129,91,Valid
78,665,2.733,119,93,Valid
79,129,2.761,127,146,Valid
79,665,2.598,120,105,Valid
80,129,2.611,125,101,Valid
80,609,2.748,122,119,Valid
82,105,2.545,,199,Valid
83,49,2.88,64,72,Valid
83,505,3.312,131,147,Valid
83,937,3.152,131,156,Valid
84,418,2.918,129,157,Valid
84,914,2.736,127,120,Valid
85,402,2.743,122,104,Valid
85,858,2.779,125,108,Valid
86,338,2.863,122,128,Valid
86,842,2.812,120,124,Valid
87,362,2.758,117,120,Valid
87,882,2.695,115,111,Valid
88,378,2.57,125,91,Valid
88,866,2.88,117,110,Valid
89,346,2.926,127,120,Valid
89,850,2.758,119,116,Valid
90,362,2.769,119,127,Valid
90,842,2.71,127,99,Valid
95,795,3.086,55,78,Valid
96,315,3.211,119,144,Valid
96,755,2.713,127,138,Valid
97,283,2.527,120,92,Valid
97,795,2.731,108,136,Valid
98,291,2.515,125,105,Valid
98,803,2.647,113,129,Valid
99,299,2.555,125,112,Valid
99,795,2.83,117,140,Valid
100,267,2.764,129,132,Valid
100,755,2.555,129,101,Valid
101,235,2.609,120,118,Valid
101,715,2.761,125,125,Valid
102,212,2.558,122,124,Valid
102,716,2.093,129,25,Valid
103,164,2.156,125,68,Valid
103,620,2.35,127,87,Valid
104,92,2.593,127,135,Valid
107,492,2.779,,129,Valid
107,956,2.456,133,106,Valid
108,444,2.507,125,82,Valid
108,924,2.456,122,88,Valid
110,860,3.068,,142,Valid
111,325,2.802,125,142,Valid
111,821,2.573,127,116,Valid
112,301,2.672,119,110,Valid
112,765,2.642,125,122,Valid
113,285,2.423,122,88,Valid
113,773,2.398,119,104,Valid
117,389,2.603,,169,Valid
117,933,2.222,119,36,Valid
118,421,2.522,113,98,Valid
118,917,2.421,120,120,Valid
119,445,2.504,111,123,Valid
119,949,2.289,120,98,Valid
120,478,2.393,111,115,Valid
120,974,2.263,122,100,Valid
121,462,2.294,122,95,Valid
121,958,2.39,120,113,Valid
122,454,2.416,122,103,Valid
122,950,2.286,127,88,Valid
123,406,2.195,129,85,Valid
123,918,2.454,113,118,Valid
124,414,2.352,120,122,Valid
124,902,2.167,129,93,Valid
125,406,2.253,115,80,Valid
125,854,2.405,127,106,Valid
126,326,2.403,131,137,Valid
126,782,2.344,136,118,Valid
127,262,2.245,127,95,Valid
127,710,2.426,129,97,Valid
128,222,2.626,115,133,Valid
133,135,2.774,,147,Valid
133,639,2.461,122,87,Valid
134,111,2.504,125,126,Valid
134,607,2.129,127,75,Valid
135,159,2.449,104,128,Valid
135,655,2.433,117,134,Valid
136,167,2.548,119,143,Valid
136,663,2.134,127,112,Valid
137,175,2.324,117,102,Valid
137,607,2.459,138,102,Valid
138,119,2.421,119,96,Valid
138,559,2.494,131,114,Valid
139,71,2.172,122,87,Valid
139,584,2.151,115,93,Valid
140,104,2.339,113,98,Valid
140,616,2.278,119,96,Valid
141,120,2.283,117,95,Valid
141,616,2.466,119,126,Valid
142,128,2.25,125,96,Valid
142,608,2.283,122,91,Valid
143,96,2.375,117,88,Valid
143,600,2.299,119,94,Valid
144,96,2.2,125,89,Valid
144,592,2.222,120,85,Valid
145,64,2.215,125,98,Valid
145,568,2.197,120,96,Valid
146,32,2.217,129,102,Valid
146,520,2.276,120,107,Valid
147,8,2.205,125,94,Valid
149,641,2.032,,102,Valid
150,161,2.446,120,89,Valid
150,609,2.601,129,88,Valid
151,81,2.728,131,132,Valid
151,537,2.56,122,149,Valid
152,33,2.543,125,148,Valid
152,521,2.271,133,108,Valid
152,993,2.416,122,101,Valid
153,425,2.743,129,127,Valid
153,897,2.687,131,124,Valid
154,393,2.743,119,133,Valid
154,905,2.51,122,113,Valid
155,385,2.431,122,105,Valid
155,865,2.449,125,105,Valid
156,353,2.568,120,113,Valid
156,841,2.497,119,118,Valid
157,330,2.469,129,117,Valid
157,818,2.502,119,130,Valid
158,314,2.492,122,115,Valid
158,794,2.398,127,106,Valid
159,322,2.334,111,103,Valid
159,818,2.362,120,117,Valid
160,274,2.256,136,123,Valid
160,770,1.953,129,61,Valid
161,218,2.085,122,66,Valid
165,162,2.784,60,98,Valid
165,658,2.855,119,137,Valid
166,131,2.736,127,161,Valid
166,635,2.418,122,114,Valid
167,131,2.692,113,148,Valid
167,595,2.507,131,123,Valid
168,91,2.555,122,98,Valid
168,579,2.697,120,128,Valid
169,99,2.433,120,107,Valid
169,587,2.393,125,101,Valid
170,59,2.222,125,73,Valid
170,547,2.261,119,96,Valid
171,67,2.324,115,114,Valid
171,563,2.182,125,96,Valid
172,59,2.324,117,110,Valid
172,571,2.393,113,112,Valid
173,83,2.377,119,109,Valid
173,603,2.24,120,101,Valid
174,67,2.393,122,116,Valid
174,563,2.413,120,122,Valid
175,83,2.088,125,69,Valid
175,547,2.327,119,117,Valid
176,27,2.433,122,137,Valid
176,524,2.101,136,69,Valid
180,900,2.543,57,79,Valid
181,356,2.492,131,111,Valid
181,852,2.403,119,114,Valid
182,372,2.245,113,110,Valid
182,852,2.281,122,114,Valid
183,348,2.375,119,115,Valid
183,892,2.393,115,92,Valid
184,404,2.286,117,91,Valid
184,876,2.2,127,93,Valid
185,365,2.217,127,99,Valid
185,877,2.283,113,103,Valid
186,381,2.187,122,111,Valid
186,901,1.966,120,67,Valid
187,365,1.814,127,54,Valid
187,837,1.836,120,72,Valid
193,141,2.182,41,93,Valid
193,573,1.862,138,93,Valid
194,69,1.808,127,87,Valid
194,606,1.697,120,52,Valid
195,62,1.847,119,71,Valid
195,526,1.872,122,89,Valid
196,30,1.755,120,90,Valid
196,950,2.568,67,167,Valid
197,438,2.139,127,89,Valid
197,910,2.187,125,81,Valid
198,366,2.233,122,102,Valid
198,870,2.116,125,65,Valid
199,374,2.281,115,116,Valid
199,926,2.337,108,119,Valid
200,494,2.045,115,76,Valid
200,998,2.233,108,100,Valid
201,510,2.202,117,96,Valid
201,990,2.177,129,110,Valid
202,478,1.991,127,67,Valid
203,415,2.327,61,165,Valid
205,895,2.489,58,79,Valid
206,415,2.637,120,136,Valid
206,887,2.316,120,123,Valid
207,407,2.245,119,127,Valid
207,943,2.24,115,104,Valid
208,431,2.276,119,125,Valid
208,935,2.205,127,109,Valid
209,383,2.268,127,117,Valid
209,887,2.375,119,119,Valid
210,391,2.159,122,92,Valid
210,831,2.162,133,114,Valid
211,311,2.167,127,116,Valid
211,799,2.075,127,84,Valid
212,239,2.07,127,104,Valid
212,759,2.189,113,109,Valid
213,232,2.078,136,108,Valid
213,720,2.055,120,99,Valid
214,176,2.045,133,99,Valid
214,608,2.169,133,121,Valid
215,56,2.271,133,120,Valid
215,584,2.052,122,62,Valid
236,114,2.845,,125,Valid
236,530,2.388,127,143,Valid
237,18,2.141,133,137,Valid
237,474,2.134,129,116,Valid
237,906,2.004,138,108,Valid
238,410,1.88,129,61,Valid
238,818,2.029,133,84,Valid
239,266,1.956,129,128,Valid
239,754,1.811,133,104,Valid
240,179,1.798,133,122,Valid
240,643,1.808,131,112,Valid
241,131,1.933,122,112,Valid
241,595,1.872,131,114,Valid
242,83,1.905,125,82,Valid
242,531,2.035,125,105,Valid
242,987,2.022,133,116,Valid
243,443,1.961,133,123,Valid
243,947,1.763,131,57,Valid
244,363,2.009,129,104,Valid
244,843,1.842,131,84,Valid
245,259,1.885,136,106,Valid
245,723,1.872,127,110,Valid
246,635,1.935,66,67,Valid
247,75,2.126,129,114,Valid
247,563,1.875,127,103,Valid
248,507,1.902,64,85,Valid
248,939,1.966,129,108,Valid
249,451,1.735,127,65,Valid
249,947,1.656,119,82,Valid
250,428,1.61,133,54,Valid
250,876,1.659,127,74,Valid
251,324,1.9,122,116,Valid
252,260,1.831,64,89,Valid
253,260,1.676,61,57,Valid
283,823,1.745,,101,Valid
284,343,1.928,119,110,Valid
284,823,2.339,125,155,Valid
285,295,2.334,120,146,Valid
285,831,2.085,122,19,Valid
286,352,2.649,111,132,Valid
286,768,2.121,138,128,Valid
287,280,1.793,127,69,Valid
287,760,1.727,127,29,Valid
288,216,1.842,115,118,Valid
288,720,2.05,125,100,Valid
289,216,2.085,115,141,Valid
289,736,1.864,125,96,Valid
290,216,2.189,117,120,Valid
290,656,2.057,131,141,Valid
291,208,1.875,120,113,Valid
291,760,1.811,117,1,Valid
292,184,1.961,117,85,Valid
292,680,2.093,125,121,Valid
293,216,1.933,119,84,Valid
293,704,1.831,119,87,Valid
294,224,1.849,113,108,Valid
294,768,1.692,119,50,Valid
295,224,1.897,117,89,Valid
295,728,1.73,127,71,Valid
296,201,1.694,122,99,Valid
297,225,1.689,60,55,Valid
297,697,1.669,122,42,Valid
298,169,1.808,117,90,Valid
298,681,1.674,125,122,Valid
299,745,1.61,58,30,Valid
300,177,1.58,122,70,Valid
300,689,1.613,115,65,Valid
301,201,1.575,127,66,Valid
302,193,1.656,58,118,Valid
304,257,1.494,58,59,Valid
304,737,1.831,111,71,Valid
305,290,2.073,111,104,Valid
305,858,1.854,113,78,Valid
306,402,1.895,107,85,Valid
306,922,1.902,111,80,Valid
307,426,1.803,119,68,Valid
307,970,1.91,110,97,Valid
308,482,1.852,119,90,Valid
309,26,1.875,108,88,Valid
309,546,2.042,111,91,Valid
310,90,2.116,108,102,Valid
310,634,1.948,119,93,Valid
311,106,1.821,127,84,Valid
311,586,1.786,120,75,Valid
312,98,1.633,117,66,Valid
312,594,1.547,129,48,Valid
313,18,1.572,129,70,Valid
313,522,1.646,119,75,Valid
313,970,1.654,136,74,Valid
314,475,1.504,129,42,Valid
314,947,1.529,119,67,Valid
315,387,1.547,131,100,Valid
315,891,1.443,136,43,Valid
316,395,1.537,108,44,Valid
316,899,1.791,113,65,Valid
317,403,1.829,122,84,Valid
317,931,1.862,115,83,Valid
318,459,1.986,110,107,Valid
319,35,1.864,105,83,Valid
319,571,1.867,111,64,Valid
320,75,1.943,113,116,Valid
320,643,1.753,115,70,Valid
321,155,1.859,111,67,Valid
321,659,1.895,115,83,Valid
322,187,1.867,115,99,Valid
322,739,1.656,119,54,Valid
323,188,1.605,125,77,Valid
323,700,1.514,125,21,Valid
324,124,1.735,120,97,Valid
324,652,1.669,125,86,Valid
325,148,1.504,129,38,Valid
325,580,1.534,131,63,Valid
326,36,1.486,131,48,Valid
326,484,1.491,131,61,Valid
327,380,1.623,65,73,Valid
327,884,1.6,120,66,Valid
328,404,1.448,125,58,Valid
328,876,1.572,119,77,Valid
329,380,1.491,127,45,Valid
329,812,1.567,125,74,Valid
330,316,1.504,122,70,Valid
337,61,2.436,,172,Valid
337,485,2.017,136,142,Valid
338,445,2.263,64,45,Valid
338,901,2.543,127,133,Valid
339,325,2.187,136,117,Valid
339,837,1.986,122,82,Valid
340,302,2.159,122,102,Valid
340,774,2.261,125,110,Valid
341,269,2.167,127,83,Valid
341,765,2.116,122,75,Valid
342,222,2.24,125,103,Valid
342,710,2.095,129,81,Valid
343,166,2.027,131,83,Valid
343,622,2.055,127,95,Valid
345,870,2.195,,114,Valid
346,414,2.35,113,66,Valid
346,894,2.553,125,102,Valid
347,358,2.38,120,119,Valid
347,878,2.123,125,90,Valid
348,382,2.324,115,122,Valid
348,910,2.154,120,89,Valid
349,406,2.283,115,101,Valid
349,886,2.156,127,79,Valid
350,358,2.126,127,89,Valid
350,854,2.266,117,104,Valid
351,359,2.2,122,93,Valid
351,823,2.141,129,93,Valid
352,279,2.09,131,101,Valid
352,727,2.134,131,113,Valid
353,231,2.09,122,97,Valid
353,687,2.197,127,104,Valid
354,159,2.116,129,72,Valid
356,791,2.53,,167,Valid
357,287,2.032,133,56,Valid
357,743,2.146,129,54,Valid
358,191,2.51,122,121,Valid
358,639,2.235,136,117,Valid
359,111,1.933,131,96,Valid
359,591,1.935,127,77,Valid
360,23,2.149,131,108,Valid
360,504,2.139,125,103,Valid
360,992,2.052,129,68,Valid
361,488,2.184,115,101,Valid
362,0,2.07,119,96,Valid
362,504,2.08,119,94,Valid
363,0,2.118,119,90,Valid
363,488,2.083,127,82,Valid
367,264,2.377,59,73,Valid
367,744,2.484,127,123,Valid
368,208,1.882,125,82,Valid
368,704,1.796,122,86,Valid
369,177,1.923,122,85,Valid
369,665,2.169,119,107,Valid
370,201,2.108,117,97,Valid
370,737,2.062,113,85,Valid
371,201,2.002,127,84,Valid
371,673,1.961,127,85,Valid
372,153,1.999,119,92,Valid
372,665,2.029,120,79,Valid
373,161,2.131,117,97,Valid
373,689,2.113,117,77,Valid
374,177,1.941,129,61,Valid
374,633,1.986,122,84,Valid
375,113,1.842,133,70,Valid
375,537,1.783,138,70,Valid
402,940,1.976,,146,Valid
403,500,2.294,117,89,Valid
403,948,2.39,129,84,Valid
404,372,2.433,131,117,Valid
404,876,2.522,119,137,Valid
405,340,2.342,131,153,Valid
405,812,2.149,131,129,Valid
406,308,2.187,120,105,Valid
406,796,2.395,117,121,Valid
407,301,2.535,120,133,Valid
407,813,2.347,122,105,Valid
408,333,2.637,111,132,Valid
408,813,2.446,119,126,Valid
409,357,2.39,115,104,Valid
409,885,2.388,111,104,Valid
410,389,2.393,120,141,Valid
411,397,2.309,60,87,Valid
411,869,2.375,117,113,Valid
412,357,2.045,129,101,Valid
412,877,1.971,120,87,Valid
413,349,2.029,122,103,Valid
413,853,2.002,119,81,Valid
414,333,2.144,125,117,Valid
414,861,2.271,110,128,Valid
415,381,2.134,125,95,Valid
415,877,2.258,111,115,Valid
416,374,2.139,127,105,Valid
416,822,2.002,136,101,Valid
419,182,2.225,,167,Valid
419,686,1.88,131,53,Valid
420,166,1.849,125,51,Valid
420,638,2.154,115,101,Valid
421,102,2.192,129,113,Valid
421,590,2.095,127,148,Valid
422,606,2.149,60,89,Valid
423,70,2.035,120,70,Valid
423,542,2.202,122,135,Valid
424,78,1.819,129,68,Valid
424,542,1.808,127,93,Valid
425,14,1.834,120,89,Valid
425,535,1.849,117,53,Valid
426,31,2.045,120,94,Valid
426,551,2.121,113,123,Valid
427,79,2.113,111,114,Valid
427,615,2.131,115,80,Valid
428,135,2.286,110,105,Valid
428,647,2.174,120,104,Valid
429,199,2.095,102,105,Valid
429,735,1.88,125,69,Valid
430,263,1.814,108,63,Valid
430,783,1.808,117,97,Valid
444,921,2.154,,144,Valid
445,457,2.372,120,107,Valid
446,17,2.647,104,119,Valid
446,545,2.426,111,101,Valid
447,113,2.375,110,109,Valid
447,657,2.207,107,121,Valid
448,249,2.131,108,74,Valid
448,721,2.329,117,87,Valid
449,241,2.319,117,92,Valid
449,713,2.06,119,94,Valid
450,201,2.291,120,167,Valid
455,490,1.796,55,46,Valid
455,970,1.953,110,85,Valid
456,522,1.76,115,66,Valid
457,50,1.742,110,92,Valid
457,690,1.59,107,60,Valid
458,178,1.623,111,55,Valid
458,682,1.638,120,54,Valid
459,146,1.75,120,99,Valid
462,58,2.822,57,0,Valid
462,611,3.02,107,91,Valid
463,67,2.626,119,162,Valid
463,539,2.062,141,135,Valid
464,11,1.989,131,97,Valid
464,451,2.169,129,72,Valid
464,939,2.482,117,107,Valid
465,419,2.342,127,122,Valid
465,907,2.202,127,126,Valid
466,419,2.134,119,104,Valid
466,923,2.088,119,84,Valid
467,395,2.253,120,102,Valid
467,883,2.212,125,106,Valid
468,379,2.019,125,90,Valid
468,883,2.05,115,93,Valid
469,379,2.04,120,96,Valid
469,883,2.095,119,93,Valid
470,363,1.996,129,78,Valid
470,835,1.976,125,89,Valid
471,316,2.08,120,102,Valid
471,820,1.877,131,75,Valid
472,260,1.941,129,80,Valid
472,724,1.996,127,92,Valid
473,196,1.966,125,98,Valid
473,668,2.04,125,101,Valid
474,188,2.095,119,104,Valid
474,692,1.971,122,74,Valid
475,140,2.095,125,89,Valid
475,636,2.129,120,100,Valid
476,140,1.908,127,87,Valid
476,604,1.913,125,91,Valid
477,68,1.842,131,82,Valid
477,652,1.872,97,85,Valid
482,933,2.045,,136,Valid
483,901,2.278,64,77,Valid
484,381,2.344,119,96,Valid
484,853,2.243,127,115,Valid
485,365,1.986,122,96,Valid
485,845,1.93,125,92,Valid
486,309,2.055,122,92,Valid
486,749,2.057,131,92,Valid
487,229,1.994,129,89,Valid
487,741,2.035,117,98,Valid
488,237,2.098,125,110,Valid
488,709,2.162,125,101,Valid
489,174,2.174,129,110,Valid
489,646,2.123,129,92,Valid
490,110,1.986,131,77,Valid
490,574,2.111,125,94,Valid
491,54,1.974,129,80,Valid
491,542,1.933,120,77,Valid
492,38,1.862,122,61,Valid
492,550,2.215,110,107,Valid
493,30,2.156,129,123,Valid
493,510,1.999,131,90,Valid
493,966,1.958,127,71,Valid
494,454,2.012,122,81,Valid
494,894,2.159,127,93,Valid
495,398,1.892,133,68,Valid
495,870,2.022,120,98,Valid
496,326,1.966,129,93,Valid
496,814,1.826,133,62,Valid
497,246,1.935,127,79,Valid
497,734,1.849,125,81,Valid
498,206,1.913,127,86,Valid
498,678,1.928,129,88,Valid
499,167,1.712,127,73,Valid
499,607,1.918,125,88,Valid
500,87,1.803,122,66,Valid
500,567,1.958,127,98,Valid
501,87,1.679,131,46,Valid
501,575,1.651,111,36,Valid
502,47,2.002,117,102,Valid
502,983,1.981,66,88,Valid
503,415,1.852,133,77,Valid
503,911,1.755,131,55,Valid
504,375,1.793,122,64,Valid
504,807,1.831,131,91,Valid
505,295,1.755,133,86,Valid
505,767,1.798,122,91,Valid
506,279,1.811,115,79,Valid
506,751,1.727,136,55,Valid
507,191,1.857,122,88,Valid
507,647,1.735,138,84,Valid
508,127,1.732,122,95,Valid
508,584,1.651,136,51,Valid
509,24,1.806,127,97,Valid
509,488,1.839,133,73,Valid
509,968,1.867,122,91,Valid
510,416,1.872,136,80,Valid
513,136,2.692,54,98,Valid
513,616,2.654,120,110,Valid
514,152,2.507,110,115,Valid
514,680,2.504,110,152,Valid
515,256,2.238,117,102,Valid
515,760,2.385,111,100,Valid
516,288,2.527,111,121,Valid
516,816,2.355,113,108,Valid
517,369,2.283,110,115,Valid
517,905,2.121,115,88,Valid
518,449,2.256,110,88,Valid
519,17,2.286,104,118,Valid
519,569,2.126,110,92,Valid
520,113,2.184,108,91,Valid
520,641,2.215,111,108,Valid
521,169,2.443,110,149,Valid
521,689,2.268,122,107,Valid
522,193,2.25,115,95,Valid
522,673,2.195,122,120,Valid
523,193,2.154,117,104,Valid
523,721,1.913,119,90,Valid
524,233,2.024,113,100,Valid
524,769,2.108,107,99,Valid
525,337,2.101,111,77,Valid
525,881,2.179,102,132,Valid
526,426,1.862,129,46,Valid
526,922,2.129,105,125,Valid
527,442,2.118,119,106,Valid
527,954,2.172,115,106,Valid
528,474,2.075,117,104,Valid
528,946,1.976,127,124,Valid
529,482,2.007,113,115,Valid
530,26,1.941,107,75,Valid
530,554,1.847,119,77,Valid
531,66,1.869,111,96,Valid
531,610,1.717,115,73,Valid
532,114,1.577,120,76,Valid
532,626,1.554,117,72,Valid
533,130,1.646,119,84,Valid
533,666,1.76,108,90,Valid
534,154,1.643,122,73,Valid
534,682,1.61,119,67,Valid
544,427,2.322,,193,Valid
544,963,2.324,119,92,Valid
545,420,2.433,131,75,Valid
545,868,2.644,125,130,Valid
546,324,2.37,127,139,Valid
546,820,2.04,129,110,Valid
547,324,1.913,127,70,Valid
547,764,2.101,120,115,Valid
548,244,2.045,127,110,Valid
548,724,2.032,122,109,Valid
549,220,2.08,122,91,Valid
549,660,2.116,127,126,Valid
550,188,1.935,129,88,Valid
550,708,1.938,113,86,Valid
551,140,1.89,131,100,Valid
551,644,1.877,122,109,Valid
552,164,1.768,122,56,Valid
552,604,1.849,129,77,Valid
553,76,2.085,119,125,Valid
553,572,1.948,127,105,Valid
554,68,1.905,122,98,Valid
554,533,1.902,129,85,Valid
554,997,1.91,127,100,Valid
555,501,2.098,115,117,Valid
555,981,1.895,136,75,Valid
556,477,1.961,115,85,Valid
556,949,1.887,127,95,Valid
557,453,1.699,127,91,Valid
557,941,1.552,122,56,Valid
558,405,1.666,120,87,Valid
558,893,1.621,129,69,Valid
559,365,1.892,119,109,Valid
560,285,1.839,64,90,Valid
561,253,1.864,63,77,Valid
561,677,1.928,127,108,Valid
562,277,1.793,110,92,Valid
562,781,1.958,117,100,Valid
563,270,2.095,119,114,Valid
563,782,2.017,122,86,Valid
564,238,2.05,125,93,Valid
564,734,2.159,120,102,Valid
565,246,2.068,119,97,Valid
565,710,1.951,133,120,Valid
566,198,1.697,129,78,Valid
566,670,1.732,119,94,Valid
567,166,1.679,129,53,Valid
567,582,1.76,131,80,Valid
568,62,1.915,125,89,Valid
568,534,1.92,125,125,Valid
569,70,1.72,127,47,Valid
569,518,1.791,127,72,Valid
569,974,1.999,119,102,Valid
570,470,1.933,125,97,Valid
570,982,1.849,120,94,Valid
571,462,1.824,127,72,Valid
571,934,1.681,129,61,Valid
572,367,1.593,136,71,Valid
572,863,1.534,119,83,Valid
573,327,1.496,138,57,Valid
575,903,1.491,,0,Valid
576,351,2.266,113,122,Valid
576,847,2.591,122,160,Valid
577,335,2.202,122,146,Valid
577,847,2.245,117,142,Valid
578,351,2.278,117,157,Valid
578,911,2.154,113,120,Valid
579,392,2.144,120,122,Valid
579,872,2.212,125,142,Valid
580,343,2.184,129,134,Valid
580,863,2.111,115,130,Valid
581,367,2.009,125,54,Valid
581,791,2.126,129,126,Valid
582,248,2.154,131,147,Valid
582,712,1.918,144,64,Valid
583,160,1.941,125,107,Valid
583,608,1.958,133,124,Valid
584,88,2.047,125,132,Valid
584,544,2.009,136,119,Valid
585,0,2.002,127,120,Valid
585,456,1.91,136,115,Valid
585,920,1.989,125,108,Valid
586,376,2.09,131,133,Valid
586,856,2.075,125,134,Valid
587,328,2.022,129,120,Valid
587,800,2.055,125,121,Valid
588,280,1.999,125,122,Valid
588,752,1.918,131,91,Valid
589,200,1.999,129,118,Valid
589,688,1.641,129,46,Valid
590,600,1.93,63,86,Valid
591,32,2.09,133,152,Valid
591,505,1.989,136,140,Valid
591,969,1.908,136,106,Valid
592,433,1.9,129,83,Valid
592,873,2.009,129,117,Valid
593,321,2.002,136,113,Valid
593,777,2.045,133,103,Valid
594,209,2.075,136,124,Valid
594,657,2.057,133,108,Valid
595,89,2.068,138,130,Valid
595,537,2.004,136,131,Valid
595,961,2.271,136,165,Valid
596,433,2.276,131,129,Valid
596,897,2.258,129,119,Valid
597,353,2.388,122,177,Valid
597,849,2.344,127,145,Valid
598,321,2.39,125,136,Valid
598,777,2.436,129,171,Valid
599,249,2.324,131,147,Valid
599,697,2.322,133,150,Valid
600,161,2.304,131,123,Valid
600,610,2.324,131,118,Valid
601,50,2.395,131,160,Valid
601,530,2.362,129,163,Valid
602,18,2.342,122,121,Valid
602,466,2.438,131,151,Valid
602,946,2.408,127,145,Valid
603,410,2.395,129,141,Valid
603,866,2.423,131,145,Valid
604,322,2.388,129,161,Valid
604,802,2.332,129,136,Valid
605,250,2.355,129,138,Valid
605,682,2.383,138,154,Valid
606,146,2.263,136,122,Valid
606,570,2.286,133,140,Valid
607,10,2.304,136,140,Valid
607,442,2.367,136,163,Valid
607,922,2.189,133,122,Valid
608,370,2.258,129,128,Valid
608,786,2.243,141,141,Valid
609,243,2.309,131,148,Valid
609,707,2.266,133,126,Valid
610,139,2.238,136,138,Valid
610,571,2.24,138,132,Valid
611,19,2.222,133,134,Valid
611,451,2.266,136,138,Valid
611,891,2.23,138,143,Valid
612,323,2.268,138,141,Valid
612,771,2.187,136,120,Valid
613,211,2.261,133,126,Valid
613,635,2.266,133,128,Valid
614,579,2.156,66,92,Valid
615,3,2.355,131,122,Valid
615,427,2.449,138,165,Valid
615,891,2.187,138,134,Valid
616,347,2.07,133,108,Valid
616,763,2.083,141,132,Valid
617,203,2.179,136,118,Valid
617,627,2.24,133,125,Valid
618,51,2.286,141,147,Valid
618,539,2.05,136,66,Valid
618,947,2.151,133,135,Valid
619,380,2.095,144,135,Valid
619,796,2.002,144,120,Valid
620,236,2.129,133,131,Valid
620,644,2.118,147,130,Valid
621,76,2.098,141,107,Valid
621,476,2.205,141,141,Valid
621,948,2.123,136,101,Valid
622,356,2.258,136,151,Valid
622,804,2.139,141,136,Valid
623,244,2.192,133,129,Valid
623,652,2.156,147,142,Valid
624,92,2.126,138,119,Valid
624,516,2.177,136,134,Valid
624,948,2.23,141,145,Valid
625,397,2.126,138,112,Valid
625,821,2.169,136,125,Valid
626,244,2.268,138,144,Valid
626,684,2.217,138,145,Valid
627,140,2.118,136,106,Valid
