Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
376,724,1.847,138,117,Valid
377,733,1.702,61,30,Valid
378,149,1.793,129,72,Valid
378,549,1.671,138,115,Valid
379,965,1.577,44,20,Valid
380,365,1.748,136,100,Valid
381,333,1.547,65,68,Valid
382,181,1.521,69,67,Valid
383,61,1.588,66,68,Valid
383,933,1.542,70,66,Valid
384,805,1.499,69,55,Valid
385,621,1.544,70,60,Valid
386,93,1.501,133,60,Valid
386,574,1.387,125,48,Valid
386,966,1.494,138,116,Valid
387,870,1.661,66,72,Valid
388,326,1.511,131,80,Valid
388,758,1.811,138,165,Valid
390,46,1.628,48,0,Valid
390,462,1.862,133,60,Valid
390,878,2.101,136,167,Valid
391,366,1.842,141,51,Valid
391,846,1.76,125,49,Valid
392,302,1.913,127,65,Valid
392,766,1.976,127,101,Valid
393,262,2.083,122,68,Valid
393,742,2.212,122,74,Valid
394,222,2.174,125,93,Valid
394,718,2.111,125,76,Valid
395,183,2.055,129,66,Valid
395,623,2.134,133,77,Valid
396,95,2.118,125,86,Valid
396,575,2.177,127,81,Valid
397,31,2.2,129,111,Valid
397,519,2.289,122,88,Valid
398,31,2.2,117,98,Valid
398,511,2.222,127,83,Valid
398,991,2.324,122,104,Valid
399,479,2.311,125,78,Valid
399,967,2.421,117,127,Valid
400,495,2.355,117,86,Valid
401,7,2.156,117,103,Valid
401,535,1.943,119,39,Valid
402,31,2.195,113,99,Valid
402,543,2.253,117,109,Valid
403,23,2.144,131,94,Valid
403,471,2.164,133,77,Valid
403,935,2.408,120,124,Valid
404,416,2.477,127,114,Valid
404,904,2.484,122,129,Valid
405,408,2.289,122,90,Valid
405,888,2.421,120,112,Valid
406,392,2.263,120,89,Valid
406,896,2.228,119,103,Valid
407,400,2.057,120,74,Valid
407,848,1.961,133,66,Valid
408,304,1.956,127,91,Valid
408,760,1.778,138,71,Valid
409,224,1.831,129,79,Valid
409,664,1.915,133,57,Valid
410,120,2.09,127,116,Valid
410,600,1.928,133,59,Valid
411,64,2.07,122,100,Valid
411,536,1.961,131,70,Valid
412,0,1.996,127,68,Valid
412,472,1.963,125,106,Valid
412,992,1.806,122,45,Valid
413,465,1.849,120,71,Valid
413,961,2.073,115,113,Valid
414,457,1.836,131,58,Valid
414,929,1.895,122,69,Valid
415,417,1.986,120,79,Valid
415,929,1.839,119,72,Valid
416,425,1.91,120,76,Valid
416,897,1.88,125,96,Valid
417,409,1.781,120,70,Valid
417,873,1.816,129,56,Valid
418,345,2.024,120,104,Valid
418,817,2.055,129,102,Valid
419,313,1.908,127,72,Valid
419,769,1.966,127,85,Valid
420,233,1.948,129,83,Valid
420,721,1.938,122,77,Valid
421,193,1.887,127,78,Valid
421,617,1.834,138,95,Valid
422,89,1.808,131,66,Valid
422,577,1.892,120,87,Valid
423,49,1.91,127,81,Valid
423,514,1.948,129,91,Valid
423,970,1.948,131,74,Valid
424,466,2.248,117,132,Valid
424,946,2.088,133,86,Valid
425,410,1.968,129,61,Valid
425,858,2.177,122,120,Valid
426,346,2.182,127,116,Valid
426,810,2.136,131,92,Valid
427,258,2.248,129,124,Valid
427,714,2.266,131,114,Valid
428,170,2.136,136,114,Valid
428,634,2.273,127,123,Valid
429,122,2.296,122,130,Valid
429,602,2.225,125,120,Valid
430,50,2.309,133,97,Valid
430,498,2.355,129,143,Valid
431,10,2.118,127,87,Valid
431,474,2.123,122,90,Valid
431,930,2.215,127,128,Valid
432,443,2.268,120,124,Valid
432,939,2.23,120,110,Valid
433,435,2.169,122,89,Valid
433,915,2.088,125,93,Valid
434,371,2.202,127,99,Valid
434,859,2.261,120,124,Valid
435,339,2.045,133,102,Valid
435,803,1.852,133,65,Valid
436,259,1.976,125,73,Valid
436,699,2.065,131,114,Valid
437,163,2.004,133,101,Valid
437,635,1.991,125,114,Valid
438,163,1.742,125,39,Valid
438,587,1.88,127,74,Valid
439,27,2.075,129,115,Valid
439,507,2.042,133,126,Valid
440,443,2.192,62,96,Valid
440,899,2.286,127,126,Valid
441,444,1.93,125,76,Valid
441,940,1.732,125,18,Valid
442,348,1.844,129,92,Valid
442,836,2.007,122,105,Valid
443,252,1.941,147,108,Valid
443,692,1.788,144,103,Valid
444,124,1.676,147,56,Valid
444,468,1.646,159,60,Valid
445,532,3.358,52,213,Valid
446,836,3.109,46,111,Valid
447,724,5.164,90,296,Valid
449,484,6.083,,180,Valid
449,852,3.998,141,222,Valid
451,277,3.061,44,0,Valid
451,661,2.464,138,62,Valid
452,77,2.174,144,98,Valid
452,501,1.981,144,99,Valid
452,909,1.842,147,112,Valid
453,357,1.852,129,80,Valid
453,797,1.913,136,121,Valid
454,253,1.768,141,69,Valid
454,701,1.641,136,38,Valid
455,149,1.758,125,101,Valid
455,605,1.793,136,78,Valid
456,45,1.847,131,103,Valid
456,517,1.786,133,87,Valid
456,989,1.692,127,63,Valid
457,437,1.615,136,33,Valid
457,893,1.722,120,93,Valid
458,373,1.605,131,56,Valid
462,974,1.834,,150,Valid
463,478,1.643,136,26,Valid
463,934,1.834,125,52,Valid
464,334,1.951,136,113,Valid
464,798,2.024,131,126,Valid
465,262,2.047,129,130,Valid
465,750,2.316,120,167,Valid
466,238,2.644,119,209,Valid
466,814,3.142,105,234,Valid
467,406,2.619,108,85,Valid
468,358,3.396,61,245,Valid
468,846,2.53,129,105,Valid
469,319,2.197,133,22,Valid
469,735,2.413,127,115,Valid
470,167,2.525,136,153,Valid
470,623,2.504,136,157,Valid
471,111,2.428,125,139,Valid
471,551,2.438,136,152,Valid
472,7,2.543,127,145,Valid
472,471,2.497,131,125,Valid
472,919,2.375,133,121,Valid
473,375,2.296,131,116,Valid
473,831,2.273,136,108,Valid
474,295,2.258,125,107,Valid
474,743,2.182,133,108,Valid
475,207,2.278,127,136,Valid
475,655,2.324,136,156,Valid
476,135,2.385,127,127,Valid
476,591,2.342,131,107,Valid
477,47,2.365,127,154,Valid
477,519,2.38,129,132,Valid
477,991,2.324,127,128,Valid
478,456,2.235,129,138,Valid
478,928,2.299,127,137,Valid
479,400,2.22,129,109,Valid
479,864,2.309,131,121,Valid
480,296,2.38,133,143,Valid
480,760,2.405,131,126,Valid
481,200,2.426,133,138,Valid
481,680,2.39,125,135,Valid
482,136,2.39,133,115,Valid
482,584,2.535,131,156,Valid
483,56,2.507,127,134,Valid
483,504,2.431,136,140,Valid
483,952,2.388,131,122,Valid
484,400,2.423,131,144,Valid
484,896,2.337,127,129,Valid
485,368,2.418,122,138,Valid
485,824,2.215,136,102,Valid
486,264,2.36,131,136,Valid
486,720,2.383,131,146,Valid
487,177,2.367,131,136,Valid
487,633,2.286,131,117,Valid
488,49,2.395,147,147,Valid
488,513,2.474,127,126,Valid
488,961,2.545,129,163,Valid
489,433,2.543,133,150,Valid
489,921,2.507,122,130,Valid
490,377,2.535,131,144,Valid
490,849,2.603,125,146,Valid
491,345,2.403,122,102,Valid
491,793,2.474,131,146,Valid
492,273,2.421,125,132,Valid
492,745,2.446,129,140,Valid
493,225,2.306,129,104,Valid
493,689,2.291,125,113,Valid
494,129,2.413,133,135,Valid
494,601,2.441,125,151,Valid
495,81,2.436,129,154,Valid
495,569,2.393,122,112,Valid
496,57,2.322,119,134,Valid
496,554,2.428,120,130,Valid
497,34,2.243,129,126,Valid
497,514,2.212,122,114,Valid
497,970,2.243,133,131,Valid
498,450,2.253,125,123,Valid
498,930,2.377,122,147,Valid
499,426,2.38,120,129,Valid
499,930,2.309,119,114,Valid
500,410,2.116,129,91,Valid
500,882,2.098,122,113,Valid
501,370,2.037,125,102,Valid
501,834,2.045,127,107,Valid
502,330,2.04,122,113,Valid
502,810,2.146,125,121,Valid
503,274,2.187,127,118,Valid
503,754,2.179,122,96,Valid
504,282,1.826,125,48,Valid
504,706,1.887,133,78,Valid
505,138,2.055,127,123,Valid
505,626,1.92,136,98,Valid
506,74,1.93,131,109,Valid
506,555,1.9,127,83,Valid
507,3,2.172,127,114,Valid
507,475,1.984,133,87,Valid
507,939,2.205,119,138,Valid
508,443,2.017,127,102,Valid
508,923,1.933,122,79,Valid
509,363,1.989,131,115,Valid
509,827,2.182,131,127,Valid
510,291,2.123,133,110,Valid
510,771,1.872,131,59,Valid
511,187,2.009,129,121,Valid
511,667,1.836,133,83,Valid
512,123,1.943,127,100,Valid
512,595,2.187,119,137,Valid
513,139,2.06,119,72,Valid
513,603,2.357,119,166,Valid
514,211,2.504,107,99,Valid
517,564,2.245,,165,Valid
518,28,1.991,147,80,Valid
518,436,2.278,150,61,Valid
518,812,2.606,141,146,Valid
519,244,2.753,141,186,Valid
519,668,2.611,147,148,Valid
520,76,2.588,147,146,Valid
520,476,2.573,150,132,Valid
520,868,2.692,150,145,Valid
521,260,2.67,153,150,Valid
521,668,2.664,150,129,Valid
522,68,2.7,150,141,Valid
522,476,2.667,150,135,Valid
522,868,2.537,150,138,Valid
523,276,2.545,150,126,Valid
523,692,2.644,141,133,Valid
524,100,2.842,144,154,Valid
524,525,2.664,150,132,Valid
524,901,2.581,156,128,Valid
525,309,2.748,144,145,Valid
525,749,2.863,133,151,Valid
526,197,2.697,138,114,Valid
526,613,2.708,141,142,Valid
527,29,2.713,144,136,Valid
527,429,2.576,153,126,Valid
527,813,2.426,156,117,Valid
528,197,2.395,159,110,Valid
528,573,2.388,156,109,Valid
528,949,2.395,156,106,Valid
529,341,2.365,156,116,Valid
529,733,2.347,153,114,Valid
530,117,2.322,156,117,Valid
530,501,2.393,156,132,Valid
530,877,2.367,159,124,Valid
531,237,2.217,166,115,Valid
531,613,2.174,159,90,Valid
531,965,2.217,166,121,Valid
532,333,2.129,166,102,Valid
532,701,2.179,159,116,Valid
533,69,2.187,163,110,Valid
533,446,2.126,163,100,Valid
533,806,2.141,163,122,Valid
534,190,2.256,156,126,Valid
534,566,2.253,159,116,Valid
534,958,2.286,156,103,Valid
535,342,2.291,153,112,Valid
535,718,2.283,159,119,Valid
536,142,2.408,141,139,Valid
536,558,2.515,141,139,Valid
536,942,2.67,153,173,Valid
537,326,2.466,163,156,Valid
537,726,2.4,153,136,Valid
538,150,2.261,147,71,Valid
538,534,2.309,150,78,Valid
538,902,2.38,153,111,Valid
539,278,2.38,163,127,Valid
539,654,2.449,159,143,Valid
540,70,2.329,150,117,Valid
540,454,2.25,156,113,Valid
540,838,2.21,156,94,Valid
541,206,2.207,159,108,Valid
541,558,2.174,170,127,Valid
541,926,2.187,166,109,Valid
542,334,2.225,150,91,Valid
542,718,2.337,150,106,Valid
543,94,2.37,159,133,Valid
543,455,2.22,166,134,Valid
543,831,2.177,163,109,Valid
544,223,2.189,156,92,Valid
544,599,2.281,153,108,Valid
544,999,2.428,150,126,Valid
545,391,2.421,150,135,Valid
545,799,2.304,153,104,Valid
546,191,2.146,153,96,Valid
546,567,2.344,153,130,Valid
546,975,2.372,150,123,Valid
547,375,2.304,153,111,Valid
547,751,2.21,159,98,Valid
548,135,2.271,156,103,Valid
548,503,2.4,159,124,Valid
548,863,2.477,166,141,Valid
549,239,2.479,159,134,Valid
549,639,2.621,150,133,Valid
550,23,2.601,159,133,Valid
550,383,2.54,163,148,Valid
550,775,2.436,156,105,Valid
551,151,2.428,159,104,Valid
551,511,2.532,159,142,Valid
551,887,2.423,163,129,Valid
552,288,2.464,150,122,Valid
552,680,2.375,153,107,Valid
553,72,2.357,156,112,Valid
553,464,2.357,150,102,Valid
553,872,2.357,147,114,Valid
554,272,2.294,153,103,Valid
554,664,2.428,150,131,Valid
555,56,2.428,153,131,Valid
555,456,2.393,153,111,Valid
555,840,2.347,156,109,Valid
556,240,2.492,144,140,Valid
556,688,2.477,141,102,Valid
557,56,2.443,153,127,Valid
557,440,2.372,163,128,Valid
557,808,2.311,159,128,Valid
558,200,2.289,156,107,Valid
558,592,2.395,150,123,Valid
558,976,2.365,159,101,Valid
559,328,2.487,163,141,Valid
559,720,2.4,156,132,Valid
560,128,2.388,150,118,Valid
560,536,2.482,144,133,Valid
560,952,2.408,147,106,Valid
561,345,2.53,150,131,Valid
561,729,2.535,153,151,Valid
562,153,2.446,150,103,Valid
562,521,2.449,156,121,Valid
562,889,2.438,163,141,Valid
563,289,2.383,153,118,Valid
563,673,2.413,153,131,Valid
564,81,2.487,150,110,Valid
564,465,2.489,153,128,Valid
564,865,2.449,153,123,Valid
565,257,2.421,150,126,Valid
565,665,2.416,147,123,Valid
566,81,2.39,147,108,Valid
566,465,2.456,150,128,Valid
566,865,2.441,153,124,Valid
567,257,2.504,150,141,Valid
567,665,2.436,150,136,Valid
568,81,2.441,147,107,Valid
568,465,2.464,153,125,Valid
568,857,2.477,153,121,Valid
569,249,2.583,150,148,Valid
569,665,2.421,153,106,Valid
570,49,2.266,153,100,Valid
570,450,2.296,147,124,Valid
570,866,2.258,147,104,Valid
571,250,2.469,147,151,Valid
571,674,2.324,150,115,Valid
572,82,2.256,150,110,Valid
572,458,2.375,150,135,Valid
572,874,2.385,147,106,Valid
573,282,2.51,144,145,Valid
573,690,2.446,150,125,Valid
574,130,2.352,141,104,Valid
574,522,2.403,144,128,Valid
574,930,2.487,147,129,Valid
575,346,2.471,147,124,Valid
575,754,2.327,153,107,Valid
576,146,2.36,150,108,Valid
576,546,2.482,147,122,Valid
576,962,2.433,144,128,Valid
577,362,2.423,150,124,Valid
577,770,2.446,147,132,Valid
578,194,2.301,147,102,Valid
578,586,2.296,150,101,Valid
578,978,2.449,147,131,Valid
579,411,2.39,144,115,Valid
579,803,2.266,150,114,Valid
580,203,2.263,150,119,Valid
580,611,2.294,150,105,Valid
581,3,2.609,147,147,Valid
581,395,2.667,150,175,Valid
581,819,2.543,150,157,Valid
582,251,2.413,147,78,Valid
582,619,2.637,147,123,Valid
583,3,2.692,156,136,Valid
583,403,2.7,150,152,Valid
583,819,2.56,150,134,Valid
584,219,2.611,147,147,Valid
584,627,2.614,150,132,Valid
585,11,2.494,156,122,Valid
585,403,2.41,153,106,Valid
585,787,2.474,153,125,Valid
586,179,2.563,150,141,Valid
586,611,2.507,144,107,Valid
587,27,2.54,141,129,Valid
587,435,2.469,150,118,Valid
587,819,2.316,156,107,Valid
588,203,2.334,156,126,Valid
588,587,2.413,153,141,Valid
588,987,2.471,153,125,Valid
589,380,2.54,150,129,Valid
589,764,2.631,153,160,Valid
590,172,2.553,156,131,Valid
590,548,2.586,153,145,Valid
590,940,2.532,153,146,Valid
591,356,2.649,144,148,Valid
591,764,2.573,150,125,Valid
592,164,2.504,150,108,Valid
592,556,2.344,150,108,Valid
592,948,2.311,153,108,Valid
593,356,2.494,144,133,Valid
593,780,2.474,147,128,Valid
594,180,2.477,147,134,Valid
594,588,2.403,150,133,Valid
594,988,2.322,150,124,Valid
595,388,2.37,147,116,Valid
595,788,2.385,153,110,Valid
596,180,2.52,147,150,Valid
596,612,2.413,144,112,Valid
597,20,2.532,141,146,Valid
597,444,2.474,147,110,Valid
597,836,2.614,150,149,Valid
598,237,2.464,153,112,Valid
598,637,2.184,153,90,Valid
599,29,2.215,150,103,Valid
599,429,2.342,147,114,Valid
599,813,2.484,150,148,Valid
600,245,2.23,150,93,Valid
600,629,2.144,156,96,Valid
601,29,2.103,150,83,Valid
601,413,2.029,150,84,Valid
601,821,2.014,150,100,Valid
602,229,2.146,144,108,Valid
602,637,2.174,147,102,Valid
603,61,2.177,147,107,Valid
603,445,2.431,147,136,Valid
603,853,2.322,153,122,Valid
604,261,2.184,150,89,Valid
604,629,2.337,156,109,Valid
605,37,2.273,147,106,Valid
605,437,2.235,150,126,Valid
605,821,2.289,156,139,Valid
606,245,2.179,147,97,Valid
606,621,2.433,150,127,Valid
607,21,2.39,153,109,Valid
607,406,2.342,156,125,Valid
607,798,2.329,156,114,Valid
608,198,2.36,150,122,Valid
608,566,2.276,163,105,Valid
608,950,2.629,150,174,Valid
609,342,2.162,163,55,Valid
612,670,1.928,,0,Valid
613,86,2.045,156,89,Valid
615,206,1.862,,116,Valid
667,852,5.38,,298,Valid
669,500,5.131,,194,Valid
670,860,3.696,43,87,Valid
671,332,2.962,119,115,Valid
671,844,2.36,120,87,Valid
672,341,2.103,120,111,Valid
672,877,1.786,120,30,Valid
673,381,1.816,105,98,Valid
675,37,1.763,,44,Valid
682,934,1.547,,51,Valid
683,470,1.463,111,55,Valid
685,254,1.458,,41,Valid
685,782,1.605,102,72,Valid
686,406,1.554,107,63,Valid
687,486,1.867,53,93,Valid
689,294,2.212,,119,Valid
689,862,1.801,98,89,Valid
691,79,1.593,51,40,Valid
693,455,1.643,,31,Valid
693,919,1.572,108,81,Valid
694,487,1.438,105,82,Valid
696,327,1.946,,63,Valid
698,95,1.715,,42,Valid
698,671,1.887,101,88,Valid
700,416,1.826,,53,Valid
703,336,1.75,,51,Valid
709,785,1.59,,77,Valid
711,41,1.46,50,43,Valid
714,617,1.422,,46,Valid
727,235,1.379,,50,Valid
729,91,1.473,,60,Valid
730,971,1.4,,62,Valid
739,604,1.427,,49,Valid
769,71,1.361,,75,Valid
774,720,1.435,,52,Valid
775,328,1.392,104,37,Valid
776,56,1.862,89,145,Valid
780,264,2.36,,189,Valid
781,520,2.565,49,31,Valid
781,920,2.25,150,134,Valid
782,329,1.793,144,102,Valid
783,617,1.654,47,17,Valid
