Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
784,17,1.585,150,40,Valid
784,409,1.636,144,74,Valid
784,841,1.575,141,73,Valid
785,313,1.481,131,23,Valid
785,761,1.379,138,0,Valid
786,185,1.476,131,54,Valid
787,25,1.453,72,38,Valid
787,457,1.45,136,61,Valid
787,889,1.427,136,53,Valid
788,321,1.43,141,59,Valid
788,761,1.415,141,46,Valid
789,201,1.382,138,22,Valid
789,625,1.471,136,47,Valid
790,49,1.554,141,56,Valid
790,497,1.483,138,32,Valid
790,921,1.394,141,28,Valid
791,345,1.341,138,38,Valid
791,769,1.331,141,38,Valid
792,658,1.367,68,19,Valid
793,58,1.46,133,68,Valid
793,466,1.542,153,65,Valid
793,866,1.565,153,67,Valid
794,290,1.618,144,30,Valid
794,658,1.671,153,88,Valid
795,90,1.638,147,33,Valid
795,458,1.603,156,60,Valid
795,882,1.598,144,65,Valid
796,290,1.595,147,60,Valid
796,690,1.656,147,82,Valid
797,146,1.588,138,43,Valid
797,570,1.57,138,59,Valid
797,986,1.562,144,45,Valid
798,386,1.532,147,65,Valid
798,818,1.483,144,54,Valid
799,218,1.633,141,75,Valid
799,642,1.648,141,66,Valid
800,66,1.626,144,59,Valid
800,474,1.572,147,43,Valid
800,898,1.628,141,53,Valid
801,307,1.687,144,80,Valid
801,747,1.58,144,29,Valid
802,147,1.56,147,44,Valid
802,555,1.641,141,62,Valid
802,971,1.615,144,69,Valid
803,419,1.577,138,59,Valid
803,867,1.603,129,54,Valid
804,291,1.605,144,63,Valid
804,747,1.516,136,46,Valid
805,179,1.562,131,68,Valid
805,627,1.539,136,42,Valid
806,99,1.58,122,86,Valid
806,587,1.547,129,54,Valid
807,59,1.585,122,64,Valid
807,555,1.537,120,64,Valid
808,19,1.534,129,71,Valid
808,507,1.519,127,55,Valid
808,955,1.504,129,65,Valid
809,427,1.585,127,81,Valid
809,915,1.575,129,55,Valid
810,404,1.481,122,22,Valid
810,860,1.565,120,79,Valid
811,852,1.575,61,58,Valid
812,332,1.605,122,80,Valid
812,788,1.666,131,88,Valid
813,692,1.76,65,84,Valid
814,132,1.664,136,79,Valid
814,588,1.712,133,89,Valid
815,60,1.661,129,69,Valid
815,500,1.621,138,60,Valid
815,956,1.575,127,59,Valid
816,420,1.562,131,61,Valid
816,884,1.527,129,63,Valid
817,332,1.615,133,81,Valid
817,804,1.544,129,49,Valid
818,228,1.554,136,78,Valid
818,708,1.494,129,41,Valid
819,156,1.468,133,44,Valid
819,597,1.544,129,70,Valid
820,69,1.501,133,51,Valid
820,517,1.468,133,52,Valid
820,941,1.448,138,62,Valid
821,405,1.481,129,66,Valid
821,853,1.565,133,75,Valid
822,301,1.529,138,54,Valid
822,733,1.534,136,58,Valid
823,189,1.626,125,90,Valid
823,653,1.638,136,68,Valid
824,85,1.608,133,73,Valid
824,557,1.582,131,61,Valid
825,13,1.567,129,51,Valid
825,477,1.588,129,78,Valid
825,949,1.537,129,72,Valid
826,445,1.481,122,55,Valid
826,893,1.532,129,65,Valid
827,341,1.567,133,74,Valid
827,813,1.529,129,70,Valid
828,278,1.585,127,79,Valid
828,750,1.481,133,36,Valid
829,206,1.613,122,83,Valid
829,654,1.598,136,75,Valid
830,134,1.595,127,77,Valid
830,622,1.537,122,66,Valid
831,110,1.514,125,61,Valid
831,574,1.547,122,70,Valid
832,22,1.628,131,85,Valid
832,494,1.516,133,71,Valid
832,974,1.486,127,56,Valid
845,895,2.957,,121,Valid
848,840,3.005,,72,Valid
856,457,2.271,,126,Valid
875,139,1.801,,14,Valid
875,603,1.565,136,156,Valid
877,291,2.027,,113,Valid
880,491,2.156,,181,Valid
882,395,1.831,,0,Valid
885,244,1.598,,50,Valid
886,156,1.455,66,125,Valid
887,484,2.187,43,144,Valid
888,476,1.831,65,58,Valid
889,836,1.996,42,153,Valid
890,292,1.687,129,176,Valid
893,245,3.236,,210,Valid
895,269,3.619,,177,Valid
896,365,3.32,48,133,Valid
898,381,4.346,,103,Valid
902,230,7.849,,314,Valid
905,734,5.37,,18,Valid
906,470,4.3,79,224,Valid
908,102,5.438,43,202,Valid
910,246,4.503,,81,Valid
911,607,3.01,,89,Valid
912,959,2.403,46,0,Valid
913,783,2.007,72,100,Valid
920,304,2.913,,85,Valid
924,792,2.631,,32,Valid
927,848,2.388,,161,Valid
930,641,1.991,,74,Valid
932,649,1.788,,71,Valid
933,41,1.565,150,76,Valid
936,497,1.89,,92,Valid
938,89,1.781,,75,Valid
939,786,1.676,,55,Valid
941,874,2.09,,84,Valid
944,58,2.395,,68,Valid
945,690,2.626,42,97,Valid
948,58,4.082,,260,Valid
950,155,3.853,,156,Valid
952,259,4.699,,130,Valid
954,179,4.587,,172,Valid
955,435,3.83,46,19,Valid
956,595,3.063,50,101,Valid
957,876,2.774,46,116,Valid
959,124,2.827,55,110,Valid
961,188,2.809,,92,Valid
961,572,2.753,150,214,Valid
963,980,4.524,,235,Valid
965,220,4.379,,0,Valid
965,668,3.719,125,128,Valid
966,172,3.724,153,217,Valid
966,469,3.548,153,172,Valid
967,765,3.127,46,54,Valid
968,125,2.301,170,37,Valid
969,829,2.289,,73,Valid
970,253,1.829,144,68,Valid
972,53,3.937,,176,Valid
974,37,3.302,,88,Valid
977,486,2.342,,41,Valid
982,54,2.306,,178,Valid
987,815,3.881,,221,Valid
990,55,3.744,,26,Valid
1005,233,2.837,,8,Valid
1056,286,2.329,,58,Valid
1093,346,3.266,,210,Valid
1095,2,4.958,,237,Valid
1095,795,5.712,60,488,Valid
1099,643,4.648,,67,Valid
1100,123,3.947,133,142,Valid
1100,603,3.393,115,205,Valid
1101,123,3.061,119,177,Valid
1101,699,2.769,113,74,Valid
1102,155,3.124,119,158,Valid
1102,659,3.114,115,157,Valid
1103,171,3.081,117,165,Valid
1103,691,2.939,117,165,Valid
1104,228,3.035,113,150,Valid
1104,764,2.939,110,142,Valid
1105,316,2.977,110,135,Valid
1105,844,3.002,110,160,Valid
1106,372,2.941,113,160,Valid
1106,924,3.038,107,179,Valid
1107,476,3.101,110,169,Valid
1108,44,3.15,105,183,Valid
1108,588,3.104,113,144,Valid
1109,140,3.132,105,156,Valid
1109,716,3.048,107,140,Valid
1110,292,3.056,102,150,Valid
1110,860,3.124,105,159,Valid
1111,404,3.007,113,135,Valid
1111,972,3.078,102,150,Valid
1112,548,3.048,104,145,Valid
1113,108,2.944,107,141,Valid
1113,676,2.924,105,135,Valid
1114,253,2.924,105,136,Valid
1114,821,2.883,104,131,Valid
1115,381,2.982,110,151,Valid
1115,973,3.053,102,137,Valid
1116,557,3.129,102,142,Valid
1117,109,2.951,104,134,Valid
1117,693,2.797,104,114,Valid
1118,285,2.865,98,143,Valid
1118,837,2.812,111,130,Valid
1119,437,2.842,100,139,Valid
1120,13,2.809,104,126,Valid
1120,581,2.807,105,124,Valid
1121,181,3.025,101,163,Valid
1121,757,3.068,102,150,Valid
1122,357,3.061,101,136,Valid
1122,957,3.053,100,144,Valid
1123,534,2.893,101,128,Valid
1124,134,2.865,101,125,Valid
1124,710,2.85,105,129,Valid
1125,286,2.913,101,157,Valid
1125,902,2.984,100,136,Valid
1126,470,2.959,104,140,Valid
1127,38,2.847,104,124,Valid
1127,662,2.875,96,137,Valid
1128,262,2.847,100,151,Valid
1128,862,2.875,101,141,Valid
1129,446,2.822,102,129,Valid
1130,22,2.802,104,129,Valid
1130,614,2.83,100,140,Valid
1131,206,2.835,104,123,Valid
1131,798,2.835,98,136,Valid
1132,399,2.847,101,139,Valid
1132,991,2.824,101,120,Valid
1133,575,2.776,102,121,Valid
1134,175,2.685,101,112,Valid
1134,815,2.725,94,121,Valid
1135,391,2.664,101,125,Valid
1135,959,2.774,104,130,Valid
1136,551,2.898,102,138,Valid
1137,119,2.776,104,116,Valid
1137,719,2.736,101,116,Valid
1138,327,2.723,101,114,Valid
1138,935,2.69,96,115,Valid
1139,511,2.563,104,103,Valid
1140,135,2.586,98,102,Valid
1140,727,2.477,98,102,Valid
1141,328,2.499,98,112,Valid
1141,928,2.477,101,106,Valid
1142,520,2.39,100,100,Valid
1143,104,2.329,102,102,Valid
1143,680,2.319,104,100,Valid
1144,248,2.304,105,105,Valid
1144,864,2.352,98,105,Valid
1150,768,4.996,,224,Valid
1153,97,4.483,,45,Valid
1177,779,4.882,,153,Valid
1179,556,4.521,,154,Valid
1180,780,3.912,48,198,Valid
1182,340,3.843,,129,Valid
1182,796,3.048,113,149,Valid
1183,972,2.713,53,75,Valid
1184,476,2.515,111,100,Valid
1185,36,2.393,105,121,Valid
1185,604,2.217,111,77,Valid
1186,156,2.304,105,99,Valid
1186,700,2.256,107,100,Valid
1187,277,2.248,107,93,Valid
1187,837,2.182,104,93,Valid
1188,437,2.233,100,98,Valid
1188,997,2.324,105,120,Valid
1189,613,2.456,97,109,Valid
1190,197,2.466,105,105,Valid
1190,781,2.586,101,135,Valid
1191,397,2.352,98,95,Valid
1191,973,2.243,105,90,Valid
1192,533,2.177,107,84,Valid
1193,117,2.278,101,94,Valid
1193,685,2.322,105,106,Valid
1194,293,2.179,101,92,Valid
1194,861,2.25,102,102,Valid
1195,445,2.235,104,86,Valid
1196,29,2.352,101,118,Valid
1196,621,2.25,102,95,Valid
1197,205,2.215,101,98,Valid
1197,790,2.205,102,94,Valid
1198,390,2.205,101,89,Valid
1198,982,2.177,98,110,Valid
1199,598,2.09,100,84,Valid
1200,158,2.09,105,81,Valid
1200,758,2.045,101,76,Valid
1201,334,1.991,104,85,Valid
1201,926,1.958,101,78,Valid
1202,510,2.068,102,86,Valid
1203,102,2.035,100,87,Valid
1203,726,2.009,96,90,Valid
1204,302,2.139,105,105,Valid
1204,894,2.08,101,88,Valid
1205,518,2.174,94,99,Valid
1206,126,1.946,101,75,Valid
1206,687,1.981,104,86,Valid
1207,287,1.875,102,68,Valid
1207,855,1.882,104,81,Valid
1208,415,1.948,105,94,Valid
1208,991,1.933,105,84,Valid
1209,599,2.002,96,82,Valid
1210,199,1.836,104,70,Valid
1210,791,1.742,104,57,Valid
1211,359,1.872,98,86,Valid
1211,975,1.908,98,80,Valid
1212,575,1.773,105,60,Valid
1213,143,1.793,101,70,Valid
1213,735,1.905,98,96,Valid
1214,327,1.923,105,75,Valid
1214,879,1.943,105,81,Valid
1215,448,2.06,107,102,Valid
1220,776,2.347,,141,Valid
1222,184,2.286,43,67,Valid
1224,593,1.974,,50,Valid
1227,497,1.648,,44,Valid
1228,993,1.516,,40,Valid
1230,409,1.433,42,45,Valid
1234,794,1.356,,36,Valid
1237,642,1.44,,46,Valid
1238,602,1.438,63,71,Valid
1240,58,1.618,,55,Valid
1242,954,1.6,,45,Valid
1243,923,1.445,62,36,Valid
1245,339,1.405,42,39,Valid
1245,835,1.367,120,46,Valid
1246,299,1.323,127,52,Valid
1247,267,1.412,61,63,Valid
1248,747,1.46,,71,Valid
1249,691,1.389,64,58,Valid
1250,187,1.412,110,85,Valid
1251,211,1.45,62,56,Valid
1251,691,1.547,119,90,Valid
1252,668,1.648,60,89,Valid
1253,140,1.511,133,78,Valid
1254,132,1.435,60,35,Valid
1255,52,1.491,64,85,Valid
1256,20,1.572,60,82,Valid
1256,540,1.427,125,55,Valid
1257,548,1.438,56,75,Valid
1258,556,1.402,60,65,Valid
1259,52,1.369,125,56,Valid
1259,524,1.552,120,87,Valid
1260,980,1.684,41,77,Valid
1261,469,1.74,117,98,Valid
1262,445,1.628,61,82,Valid
1263,941,1.824,,123,Valid
1265,365,2.098,42,79,Valid
1266,365,1.867,61,67,Valid
1266,853,1.608,127,67,Valid
1267,341,1.496,122,39,Valid
1267,797,1.722,119,93,Valid
1268,269,1.593,131,80,Valid
1268,757,1.476,127,42,Valid
1269,205,1.481,131,75,Valid
1269,701,1.41,129,23,Valid
1270,181,1.354,127,10,Valid
1271,54,1.43,65,84,Valid
1272,942,1.575,,73,Valid
1274,382,1.435,42,46,Valid
1275,758,1.379,44,7,Valid
1276,166,1.369,129,69,Valid
1277,582,1.453,43,62,Valid
1278,38,1.458,131,71,Valid
1278,950,1.506,65,56,Valid
1280,407,1.443,41,42,Valid
1280,831,1.402,138,67,Valid
1281,303,1.407,127,78,Valid
1282,279,1.356,62,37,Valid
1282,719,1.44,122,78,Valid
1284,127,1.486,43,87,Valid
1285,95,1.595,63,61,Valid
1285,999,1.76,65,99,Valid
1287,391,1.702,43,41,Valid
1287,855,1.661,122,70,Valid
1289,264,1.572,43,66,Valid
1290,192,1.618,63,91,Valid
1290,664,1.458,136,38,Valid
1295,824,1.42,,63,Valid
1296,240,1.557,144,57,Valid
1296,656,1.671,136,74,Valid
1297,128,1.73,131,58,Valid
1298,417,2.149,45,227,Valid
1299,337,2.611,70,1,Valid
1299,689,2.497,138,113,Valid
1300,161,2.428,127,147,Valid
1300,601,2.286,141,153,Valid
1301,65,2.131,131,128,Valid
1301,489,2.38,138,142,Valid
1302,1,2.403,119,91,Valid
1302,497,2.438,119,134,Valid
1302,977,2.182,129,96,Valid
1303,457,2.093,125,79,Valid
1303,921,2.116,125,87,Valid
1304,449,2.062,115,101,Valid
1304,977,1.958,117,77,Valid
1305,433,2.029,127,84,Valid
1305,961,1.768,120,56,Valid
1306,425,1.996,115,104,Valid
1306,921,2.136,127,126,Valid
1307,378,1.826,144,91,Valid
1308,290,1.814,63,54,Valid
1308,730,1.872,129,102,Valid
1309,226,1.933,125,125,Valid
1309,722,1.775,127,73,Valid
1310,170,1.74,133,66,Valid
1310,634,1.986,120,114,Valid
1311,138,1.875,122,92,Valid
1311,634,1.722,125,72,Valid
1312,74,1.702,133,76,Valid
1312,538,1.966,125,108,Valid
1313,10,1.872,129,105,Valid
1313,498,1.681,129,50,Valid
1313,938,1.839,129,93,Valid
1314,394,1.74,133,69,Valid
1314,866,1.646,129,78,Valid
1315,354,1.74,119,95,Valid
1315,802,1.872,131,98,Valid
1316,266,1.956,127,100,Valid
1316,778,1.808,122,92,Valid
1317,234,1.778,131,68,Valid
1317,691,1.836,129,93,Valid
1318,251,2.06,102,112,Valid
1318,747,1.801,131,103,Valid
1319,219,1.849,125,76,Valid
1319,675,2.032,127,112,Valid
1320,179,1.92,120,97,Valid
1320,651,1.905,127,93,Valid
1321,123,2.04,122,122,Valid
1321,635,2.027,120,114,Valid
1322,91,1.811,138,62,Valid
1322,507,1.821,131,85,Valid
1322,971,1.811,136,90,Valid
1323,427,1.814,131,85,Valid
1323,883,1.854,131,87,Valid
1324,339,1.935,122,107,Valid
1324,819,1.88,133,81,Valid
1325,299,2.172,115,142,Valid
1326,219,1.966,68,65,Valid
1326,660,2.151,122,103,Valid
1327,180,2.289,117,122,Valid
1327,684,2.141,122,130,Valid
1328,228,2.126,110,116,Valid
1328,692,2.172,127,119,Valid
1329,188,2.088,127,103,Valid
1329,668,2.088,122,92,Valid
1330,140,2.217,120,131,Valid
1330,668,1.963,120,93,Valid
1331,164,1.732,127,48,Valid
1331,620,1.74,122,73,Valid
1332,92,1.755,122,84,Valid
1332,580,1.626,131,73,Valid
1333,60,1.595,125,75,Valid
1333,516,1.6,131,61,Valid
1333,988,1.534,131,41,Valid
1334,412,1.588,131,73,Valid
1334,900,1.773,117,90,Valid
1335,413,1.61,125,79,Valid
1335,885,1.506,133,55,Valid
1336,333,1.509,129,66,Valid
1336,829,1.636,117,56,Valid
1337,277,1.641,131,88,Valid
1339,581,1.471,,54,Valid
1340,37,1.455,129,57,Valid
1340,509,1.417,120,57,Valid
1340,965,1.453,129,67,Valid
1341,469,1.615,117,94,Valid
1342,461,1.654,62,53,Valid
1342,877,1.572,133,84,Valid
1343,349,1.521,133,51,Valid
1343,797,1.481,131,83,Valid
1344,742,1.554,63,80,Valid
1345,718,1.585,61,60,Valid
1346,198,1.661,120,87,Valid
1346,726,1.466,125,64,Valid
1347,598,1.471,66,67,Valid
1348,62,1.552,127,78,Valid
1349,38,1.524,63,68,Valid
1349,998,1.427,61,49,Valid
1350,462,1.356,127,62,Valid
1350,934,1.359,127,69,Valid
1352,366,1.354,42,65,Valid
1352,838,1.313,125,59,Valid
1353,847,1.356,59,61,Valid
