Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
555,377,3.955,108,201,Valid
555,905,3.922,111,204,Valid
556,458,3.8,110,175,Valid
556,994,3.96,108,212,Valid
557,514,3.846,117,185,Valid
558,66,3.884,107,187,Valid
558,618,4.041,110,202,Valid
559,170,4.158,108,221,Valid
559,714,4.028,110,188,Valid
560,266,3.901,107,179,Valid
560,818,3.846,108,199,Valid
561,362,3.668,113,179,Valid
561,938,3.99,104,196,Valid
562,466,3.879,111,173,Valid
563,18,4.001,108,209,Valid
563,554,3.713,113,167,Valid
564,90,3.759,110,183,Valid
564,634,3.663,108,184,Valid
565,179,3.701,110,180,Valid
565,731,3.739,108,185,Valid
566,291,3.632,107,174,Valid
566,867,3.731,105,199,Valid
567,411,3.627,110,169,Valid
567,939,3.802,111,189,Valid
568,483,3.67,113,163,Valid
569,19,3.698,108,184,Valid
569,547,3.523,113,167,Valid
570,115,3.279,108,138,Valid
570,667,3.528,107,174,Valid
571,235,3.734,105,200,Valid
571,803,3.777,105,176,Valid
572,371,3.886,105,187,Valid
572,947,3.889,104,175,Valid
573,507,3.541,107,163,Valid
574,67,3.348,107,139,Valid
574,644,3.508,104,180,Valid
575,196,3.635,108,196,Valid
575,780,3.696,102,179,Valid
576,332,3.627,108,177,Valid
576,900,4.087,107,204,Valid
577,460,3.957,107,184,Valid
578,36,3.815,102,181,Valid
578,604,3.561,105,151,Valid
579,164,3.757,105,201,Valid
579,708,3.65,113,180,Valid
580,252,3.708,108,167,Valid
580,836,4.021,104,210,Valid
581,380,4.138,108,212,Valid
581,940,3.919,110,166,Valid
582,500,4.158,105,208,Valid
583,52,3.78,110,154,Valid
583,621,3.978,102,204,Valid
584,165,3.726,113,156,Valid
584,741,3.726,104,149,Valid
585,293,3.576,105,168,Valid
585,837,3.548,110,163,Valid
586,373,3.503,110,176,Valid
586,893,3.475,115,174,Valid
587,461,3.462,104,162,Valid
588,21,3.485,111,161,Valid
588,597,3.447,102,161,Valid
589,149,3.338,108,161,Valid
589,701,3.279,107,153,Valid
590,261,3.17,108,132,Valid
590,805,3.317,108,172,Valid
591,349,3.292,110,170,Valid
591,885,3.315,111,164,Valid
592,462,3.457,105,176,Valid
593,22,3.343,105,159,Valid
593,582,3.155,108,131,Valid
594,142,3.581,107,201,Valid
594,678,3.432,113,166,Valid
595,254,3.503,105,142,Valid
595,806,3.322,104,151,Valid
596,350,3.32,110,172,Valid
596,910,3.429,108,169,Valid
597,486,3.33,107,128,Valid
598,102,3.345,98,117,Valid
598,718,3.244,94,143,Valid
599,382,2.929,90,120,Valid
600,70,3.454,89,164,Valid
600,638,3.183,102,136,Valid
601,294,3.203,90,127,Valid
601,886,3.221,102,150,Valid
602,503,3.269,96,141,Valid
603,111,3.439,100,152,Valid
603,727,3.619,98,173,Valid
604,375,3.721,90,184,Valid
605,23,4.026,94,200,Valid
605,647,3.825,93,188,Valid
606,335,3.94,89,175,Valid
606,975,3.655,94,144,Valid
607,607,3.315,89,154,Valid
608,279,3.411,91,153,Valid
608,871,3.104,101,122,Valid
609,471,3.434,100,187,Valid
610,31,3.332,105,154,Valid
610,623,3.49,104,165,Valid
611,240,3.538,97,177,Valid
611,896,3.868,92,191,Valid
612,512,3.871,94,185,Valid
613,152,4.29,94,195,Valid
613,728,3.929,100,173,Valid
614,368,3.815,97,162,Valid
614,920,3.599,105,164,Valid
615,536,3.757,100,170,Valid
616,96,3.63,104,168,Valid
616,688,3.477,104,139,Valid
617,288,3.66,98,200,Valid
617,880,3.66,101,185,Valid
618,504,3.94,94,200,Valid
619,112,3.899,101,177,Valid
619,720,3.873,98,160,Valid
620,305,4.031,100,214,Valid
620,873,3.744,105,167,Valid
621,513,3.835,97,157,Valid
622,105,3.917,100,180,Valid
622,665,3.607,107,169,Valid
623,249,3.95,102,186,Valid
623,825,4.001,104,199,Valid
624,393,3.564,105,147,Valid
624,961,3.523,104,170,Valid
625,569,3.909,101,196,Valid
626,121,3.599,105,141,Valid
626,697,3.807,105,200,Valid
627,249,3.564,110,150,Valid
627,849,3.571,98,160,Valid
628,409,3.409,105,147,Valid
628,969,3.543,107,183,Valid
629,522,3.457,107,166,Valid
630,122,3.658,104,161,Valid
630,706,3.617,101,169,Valid
631,298,3.538,101,155,Valid
631,882,3.602,102,172,Valid
632,458,3.404,102,141,Valid
633,50,3.696,104,174,Valid
633,634,3.658,105,140,Valid
634,234,3.736,94,202,Valid
634,802,3.411,107,147,Valid
635,394,3.576,104,151,Valid
635,970,3.556,101,172,Valid
636,562,3.178,105,99,Valid
641,59,3.586,,254,Valid
641,603,4.013,110,195,Valid
642,147,4.569,108,211,Valid
642,683,4.62,115,267,Valid
643,219,4.696,107,292,Valid
643,779,4.628,107,221,Valid
644,339,4.486,110,199,Valid
644,867,4.511,108,248,Valid
645,443,4.569,110,203,Valid
645,963,4.404,110,216,Valid
646,515,4.397,111,214,Valid
647,43,4.364,111,221,Valid
647,595,4.524,108,220,Valid
648,164,4.582,105,232,Valid
648,716,4.468,108,214,Valid
649,260,4.529,113,199,Valid
649,820,4.615,104,224,Valid
650,404,4.732,102,235,Valid
650,964,4.757,108,239,Valid
651,516,4.455,108,174,Valid
652,92,4.658,104,229,Valid
652,644,4.575,108,211,Valid
653,180,4.597,110,209,Valid
653,716,4.475,113,193,Valid
654,276,4.557,105,228,Valid
654,852,4.275,108,163,Valid
655,436,4.488,100,236,Valid
656,28,4.519,101,201,Valid
656,604,4.58,102,202,Valid
657,165,4.435,107,217,Valid
657,709,4.265,113,189,Valid
658,245,4.234,110,178,Valid
658,805,4.453,105,215,Valid
659,349,4.254,110,187,Valid
659,909,3.965,110,175,Valid
660,445,4.074,108,198,Valid
661,13,4.415,107,230,Valid
661,557,4.384,108,207,Valid
662,93,4.402,111,195,Valid
662,661,4.409,107,195,Valid
663,197,4.491,110,230,Valid
663,741,4.453,111,212,Valid
664,277,4.407,111,190,Valid
664,821,4.516,108,210,Valid
665,365,4.336,111,195,Valid
665,917,4.28,107,188,Valid
666,502,4.508,105,206,Valid
667,30,4.42,110,199,Valid
667,590,4.366,108,190,Valid
668,118,4.567,110,230,Valid
668,662,4.387,115,171,Valid
669,198,4.503,107,220,Valid
669,742,4.689,111,226,Valid
670,294,4.506,110,210,Valid
670,838,4.397,107,203,Valid
671,422,4.366,107,195,Valid
671,982,4.29,104,211,Valid
672,534,4.46,110,199,Valid
673,118,4.389,102,192,Valid
673,686,4.536,104,227,Valid
674,254,4.135,107,149,Valid
674,822,4.508,105,241,Valid
675,391,4.597,107,214,Valid
675,959,4.658,104,228,Valid
676,511,4.082,113,114,Valid
677,39,3.741,108,119,Valid
678,63,4.239,57,296,Valid
678,583,4.13,122,186,Valid
679,159,3.79,101,172,Valid
679,679,4.361,115,239,Valid
680,207,4.562,113,231,Valid
680,727,4.648,115,218,Valid
681,303,4.724,104,254,Valid
681,919,4.577,98,225,Valid
682,495,4.516,102,220,Valid
683,31,4.6,113,210,Valid
683,591,4.656,105,244,Valid
684,167,4.328,105,186,Valid
684,719,4.001,110,146,Valid
685,320,4.384,101,203,Valid
685,848,4.125,111,166,Valid
686,424,4.455,102,198,Valid
687,0,4.641,104,261,Valid
687,552,4.45,108,245,Valid
688,112,4.394,105,207,Valid
688,696,4.686,105,230,Valid
689,256,4.615,104,229,Valid
689,840,4.536,102,239,Valid
690,424,4.707,101,253,Valid
690,976,4.61,110,218,Valid
691,528,4.536,108,209,Valid
692,128,4.775,101,238,Valid
692,656,4.714,111,227,Valid
693,248,4.361,102,176,Valid
693,808,4.282,105,198,Valid
694,329,3.967,119,118,Valid
694,881,4.051,107,163,Valid
695,441,4.094,105,213,Valid
696,1,4.186,107,202,Valid
696,545,4.234,110,211,Valid
697,97,3.975,111,144,Valid
697,665,4.229,104,196,Valid
698,233,4.303,105,199,Valid
698,801,4.303,105,212,Valid
699,377,4.191,105,161,Valid
699,937,4.475,105,223,Valid
700,529,4.587,102,214,Valid
701,73,4.483,105,219,Valid
701,617,4.122,113,170,Valid
702,153,4.267,110,206,Valid
702,697,4.293,110,217,Valid
703,282,4.483,105,220,Valid
703,850,4.45,104,208,Valid
704,402,4.15,108,188,Valid
704,938,4.28,110,227,Valid
705,562,4.298,98,168,Valid
706,122,4.252,107,187,Valid
706,682,4.034,104,173,Valid
707,282,4.249,107,176,Valid
707,834,4.323,101,203,Valid
708,410,4.374,105,209,Valid
709,26,4.417,98,214,Valid
709,602,4.31,101,198,Valid
710,178,4.133,105,171,Valid
710,746,4.034,110,118,Valid
711,314,4.257,102,192,Valid
711,914,4.483,98,242,Valid
712,483,4.315,104,201,Valid
713,51,4.343,105,205,Valid
713,635,4.239,102,205,Valid
714,235,4.173,100,202,Valid
714,803,4.036,105,165,Valid
715,347,3.904,110,168,Valid
715,955,3.731,100,157,Valid
716,571,3.889,98,152,Valid
717,155,4.315,102,240,Valid
717,683,4.135,111,184,Valid
718,315,4.112,96,149,Valid
718,859,4.135,108,175,Valid
719,427,4.021,104,194,Valid
720,11,3.899,104,179,Valid
720,611,3.619,100,135,Valid
721,203,3.731,100,171,Valid
721,819,3.249,104,73,Valid
722,404,3.299,97,176,Valid
722,980,3.302,104,146,Valid
723,556,3.553,104,187,Valid
724,116,3.696,107,165,Valid
724,692,3.602,104,154,Valid
725,300,3.366,97,134,Valid
725,876,3.622,104,216,Valid
726,468,3.597,102,169,Valid
727,124,4.138,92,236,Valid
727,668,3.851,111,144,Valid
728,300,4.463,94,231,Valid
728,844,4.135,105,197,Valid
729,420,4.229,105,197,Valid
730,36,4.323,98,194,Valid
730,604,4.158,102,221,Valid
731,197,3.927,104,162,Valid
731,829,4.201,98,158,Valid
732,397,4.27,101,201,Valid
732,981,4.054,101,162,Valid
733,589,3.94,97,162,Valid
734,181,3.711,105,143,Valid
734,789,3.688,96,170,Valid
735,389,3.716,100,181,Valid
735,957,3.553,108,113,Valid
736,557,4.117,98,217,Valid
737,125,3.526,107,132,Valid
737,749,3.541,92,174,Valid
738,334,3.642,108,133,Valid
738,926,3.835,100,176,Valid
739,517,3.63,100,151,Valid
740,125,3.381,101,112,Valid
740,766,3.622,94,144,Valid
741,350,3.594,98,145,Valid
741,910,3.447,105,144,Valid
742,486,3.373,105,109,Valid
743,78,3.868,102,248,Valid
743,718,3.495,96,84,Valid
744,326,4.031,98,197,Valid
744,894,3.434,104,103,Valid
745,494,3.729,98,155,Valid
746,46,3.371,110,112,Valid
746,622,3.226,101,118,Valid
747,222,3.218,100,140,Valid
747,854,3.381,100,137,Valid
748,438,3.454,94,153,Valid
749,70,3.17,97,105,Valid
749,646,3.914,104,241,Valid
750,223,3.566,104,132,Valid
750,807,3.683,101,176,Valid
751,375,3.589,105,177,Valid
751,991,3.683,100,152,Valid
752,559,3.594,101,158,Valid
753,143,3.777,102,180,Valid
753,719,3.79,107,196,Valid
754,303,3.84,101,190,Valid
754,871,3.698,104,172,Valid
755,567,3.579,80,113,Valid
756,175,3.449,108,128,Valid
756,735,3.543,105,176,Valid
757,295,3.528,105,165,Valid
757,879,3.625,102,166,Valid
758,448,3.581,104,192,Valid
759,80,3.566,96,123,Valid
759,648,3.543,110,180,Valid
760,248,3.419,97,148,Valid
760,840,3.327,108,119,Valid
761,416,3.543,98,180,Valid
762,32,3.477,100,107,Valid
762,656,3.912,96,190,Valid
763,784,3.734,51,164,Valid
764,392,3.782,98,164,Valid
764,944,3.782,108,179,Valid
765,552,3.825,98,167,Valid
785,170,3.48,,196,Valid
785,714,3.741,111,205,Valid
786,227,3.589,119,198,Valid
786,763,3.891,113,192,Valid
787,299,3.957,111,182,Valid
787,811,3.947,113,212,Valid
788,347,3.889,113,196,Valid
788,875,3.843,115,168,Valid
789,379,3.901,117,187,Valid
789,907,3.774,113,173,Valid
790,403,3.67,119,188,Valid
790,899,3.665,120,185,Valid
791,387,3.647,122,193,Valid
791,875,3.678,125,189,Valid
792,387,3.617,119,162,Valid
792,883,3.609,119,165,Valid
793,347,3.556,129,171,Valid
793,867,3.5,115,179,Valid
794,356,3.548,122,172,Valid
794,844,3.698,125,179,Valid
795,356,3.973,117,203,Valid
795,884,4.059,111,196,Valid
796,412,4.102,111,238,Valid
796,948,4.041,113,181,Valid
797,484,4.001,110,178,Valid
797,988,3.802,120,180,Valid
798,492,3.584,120,183,Valid
799,4,3.5,117,160,Valid
799,492,3.459,117,170,Valid
799,988,3.912,122,230,Valid
800,484,3.924,122,195,Valid
800,956,3.889,127,194,Valid
801,444,3.767,125,169,Valid
801,940,3.871,117,184,Valid
802,452,4.067,117,215,Valid
802,956,3.909,122,168,Valid
803,476,4.018,113,190,Valid
803,948,4.049,127,209,Valid
804,484,4.054,110,192,Valid
804,996,4.031,119,189,Valid
805,493,3.995,120,183,Valid
805,989,3.866,122,164,Valid
806,485,3.848,119,180,Valid
806,997,3.617,119,152,Valid
807,493,3.668,119,171,Valid
807,989,3.538,120,167,Valid
808,485,3.604,120,180,Valid
808,989,3.419,122,128,Valid
809,493,3.571,113,174,Valid
810,21,3.604,117,179,Valid
810,525,3.614,119,156,Valid
811,29,3.713,119,182,Valid
811,541,3.909,115,202,Valid
812,37,4.201,119,223,Valid
812,557,4.105,119,177,Valid
813,37,3.904,127,163,Valid
813,533,3.813,119,165,Valid
814,5,3.774,125,177,Valid
814,526,3.734,117,169,Valid
814,998,3.825,127,173,Valid
815,518,3.706,115,142,Valid
816,6,3.698,122,163,Valid
816,526,3.353,115,133,Valid
817,6,3.492,125,176,Valid
817,526,3.764,113,182,Valid
818,30,3.83,119,189,Valid
818,550,3.736,117,154,Valid
819,62,3.711,115,166,Valid
819,566,3.599,119,172,Valid
820,38,3.653,129,173,Valid
820,542,3.581,117,153,Valid
821,30,3.401,125,134,Valid
821,502,3.515,122,180,Valid
821,990,3.47,127,163,Valid
822,454,3.49,127,166,Valid
822,918,3.632,129,165,Valid
823,423,3.625,119,167,Valid
823,911,3.551,125,149,Valid
824,415,3.711,115,193,Valid
824,935,3.564,117,146,Valid
825,439,3.551,117,175,Valid
825,935,3.335,125,136,Valid
826,423,3.34,120,157,Valid
826,903,3.175,125,143,Valid
827,359,3.312,129,184,Valid
827,839,3.233,131,125,Valid
828,303,3.302,125,165,Valid
828,767,3.172,133,122,Valid
829,167,3.391,141,219,Valid
833,696,3.47,,294,Valid
834,200,3.952,125,232,Valid
834,688,4.105,125,176,Valid
835,184,4.239,120,217,Valid
835,696,4.229,117,215,Valid
836,192,3.805,119,180,Valid
836,712,3.82,113,201,Valid
837,224,3.736,120,190,Valid
837,728,4.067,117,242,Valid
838,248,4.161,115,199,Valid
838,752,3.94,120,186,Valid
839,280,3.995,113,194,Valid
839,808,3.957,113,196,Valid
840,336,3.772,113,170,Valid
840,856,3.835,117,177,Valid
841,384,3.96,111,209,Valid
841,912,3.94,115,169,Valid
842,441,3.912,113,158,Valid
842,961,3.851,115,174,Valid
843,465,3.444,119,136,Valid
843,929,3.406,129,153,Valid
844,425,3.363,119,143,Valid
844,913,3.584,122,178,Valid
845,417,4.125,117,278,Valid
845,929,4.13,119,200,Valid
846,417,3.922,125,173,Valid
846,913,3.932,120,159,Valid
847,425,4.092,113,210,Valid
847,969,4.163,110,222,Valid
848,521,4.135,110,202,Valid
849,73,4.161,107,200,Valid
849,625,4.168,110,201,Valid
850,177,4.293,107,215,Valid
850,721,4.168,111,193,Valid
851,266,4.013,111,168,Valid
851,802,4.097,110,194,Valid
852,362,4.039,108,158,Valid
852,930,3.861,105,164,Valid
853,482,3.599,110,149,Valid
854,34,3.67,104,178,Valid
854,602,3.917,108,186,Valid
855,146,3.932,107,186,Valid
855,682,4.039,113,187,Valid
856,202,3.881,115,182,Valid
856,714,3.95,117,190,Valid
857,250,4.056,111,190,Valid
857,770,4.115,115,189,Valid
858,282,4.067,119,183,Valid
858,786,3.983,115,196,Valid
859,306,4.021,117,192,Valid
859,842,4.039,111,165,Valid
860,363,4.092,111,214,Valid
860,899,4.023,115,186,Valid
861,443,4.028,110,192,Valid
861,987,4.272,108,212,Valid
862,515,4.171,115,204,Valid
863,51,4.117,113,189,Valid
863,579,4.079,111,189,Valid
864,99,4.082,115,182,Valid
864,619,4.125,115,179,Valid
865,139,4.155,115,194,Valid
865,651,3.983,117,181,Valid
866,163,3.914,119,158,Valid
866,659,3.978,119,182,Valid
867,195,3.99,110,193,Valid
867,723,3.914,117,172,Valid
868,251,4.003,111,195,Valid
868,779,4.061,115,190,Valid
869,284,3.965,119,141,Valid
869,796,3.927,115,167,Valid
870,316,4.031,113,209,Valid
870,860,3.978,111,194,Valid
871,388,4.082,113,193,Valid
871,916,4.155,113,180,Valid
872,428,4.252,115,207,Valid
872,956,4.257,115,207,Valid
873,500,4.168,110,203,Valid
874,44,4.265,108,212,Valid
874,588,4.267,113,177,Valid
875,116,4.173,111,189,Valid
875,644,4.221,115,177,Valid
876,188,4.054,108,171,Valid
876,708,4.178,115,216,Valid
877,236,4.077,113,185,Valid
877,748,4.107,117,212,Valid
878,277,4.105,113,185,Valid
878,797,4.199,115,196,Valid
879,333,4.313,111,205,Valid
879,853,4.138,115,189,Valid
880,373,4.082,117,173,Valid
880,893,4.227,111,205,Valid
881,421,4.272,113,218,Valid
881,941,4.115,120,157,Valid
882,429,3.868,120,162,Valid
882,901,4.039,122,208,Valid
883,437,4.021,113,201,Valid
883,941,4.016,119,200,Valid
884,437,4.074,122,190,Valid
884,949,4.046,115,188,Valid
885,485,4.054,113,173,Valid
886,13,4.107,110,211,Valid
886,549,4.102,113,187,Valid
887,77,3.983,113,180,Valid
887,613,4.018,111,191,Valid
888,133,3.967,115,208,Valid
888,678,3.863,111,171,Valid
889,198,4.041,111,205,Valid
889,726,4.092,115,199,Valid
890,254,4.036,113,188,Valid
890,774,4.128,113,224,Valid
891,318,4.077,110,218,Valid
891,862,4.168,111,193,Valid
892,382,4.094,115,187,Valid
892,902,4.044,117,162,Valid
893,406,4.018,115,198,Valid
893,926,3.934,117,180,Valid
894,438,3.988,115,206,Valid
894,966,3.99,115,183,Valid
895,494,3.985,113,192,Valid
896,22,4.039,111,217,Valid
896,566,4.064,111,206,Valid
897,102,4.186,110,215,Valid
897,639,4.041,113,190,Valid
898,167,4.011,113,186,Valid
898,687,4.036,113,214,Valid
899,223,3.947,113,177,Valid
899,743,3.993,115,193,Valid
900,271,3.99,111,204,Valid
900,807,3.95,113,178,Valid
901,311,3.914,120,209,Valid
901,831,4.051,110,223,Valid
902,351,3.881,117,193,Valid
902,879,4.034,115,204,Valid
903,415,3.777,110,180,Valid
903,911,3.505,122,172,Valid
904,407,3.83,119,229,Valid
904,943,3.929,111,201,Valid
905,439,3.881,120,206,Valid
905,959,3.934,117,208,Valid
906,464,3.79,117,170,Valid
906,960,3.967,119,241,Valid
907,480,4.008,119,219,Valid
907,992,3.97,117,206,Valid
908,528,3.929,108,215,Valid
909,48,3.813,119,183,Valid
909,560,3.82,115,188,Valid
910,80,3.828,115,215,Valid
910,592,3.917,117,211,Valid
911,120,4.026,115,228,Valid
911,632,4.15,115,206,Valid
912,152,4.018,117,213,Valid
912,672,3.965,115,202,Valid
913,184,4.128,115,230,Valid
913,704,4.133,117,204,Valid
914,208,3.942,119,188,Valid
914,744,4.204,110,245,Valid
915,257,4.171,119,203,Valid
915,769,4.262,117,200,Valid
916,281,4.295,115,226,Valid
916,817,4.074,113,186,Valid
917,329,4.232,115,219,Valid
917,849,4.204,115,220,Valid
918,369,4.176,115,202,Valid
918,881,4.201,117,222,Valid
919,401,4.221,117,209,Valid
919,921,4.107,117,184,Valid
920,409,4.107,119,202,Valid
920,929,4.166,119,190,Valid
921,425,4.216,117,230,Valid
921,945,4.183,119,185,Valid
922,441,4.143,120,175,Valid
922,937,3.917,120,172,Valid
923,417,4.034,122,210,Valid
923,929,4.1,119,204,Valid
924,418,4.072,120,195,Valid
924,954,4.102,110,210,Valid
925,482,4.168,113,211,Valid
926,26,4.122,111,190,Valid
926,562,4.201,111,216,Valid
927,114,4.265,107,236,Valid
927,674,4.272,108,215,Valid
928,202,4.135,113,184,Valid
928,730,4.214,111,233,Valid
929,274,4.178,113,187,Valid
929,818,4.128,107,206,Valid
930,362,4.219,111,204,Valid
930,874,4.173,117,208,Valid
931,410,4.112,111,204,Valid
931,938,4.044,113,180,Valid
932,450,4.155,117,203,Valid
932,970,4.11,115,178,Valid
933,490,4.249,113,241,Valid
934,2,4.145,122,175,Valid
934,515,4.056,113,179,Valid
935,11,4.117,119,215,Valid
935,523,4.054,120,194,Valid
936,35,4.028,115,165,Valid
936,563,4.125,113,224,Valid
937,83,4.1,117,212,Valid
937,579,4.074,119,191,Valid
938,91,4.13,117,207,Valid
938,611,4.155,115,197,Valid
939,155,4.089,108,187,Valid
939,675,3.957,119,169,Valid
940,195,3.973,111,188,Valid
940,723,4.011,115,185,Valid
941,243,4.237,113,230,Valid
941,747,4.166,119,221,Valid
942,267,4.166,117,196,Valid
942,771,4.023,119,174,Valid
943,284,4.199,115,219,Valid
943,812,4.158,113,193,Valid
944,324,4.155,117,203,Valid
944,836,4.082,119,203,Valid
945,348,4.064,115,201,Valid
945,852,4.209,119,214,Valid
946,372,4.249,117,199,Valid
946,876,4.133,119,205,Valid
947,380,4.183,119,211,Valid
947,892,4.333,117,231,Valid
952,565,3.376,,159,Valid
953,477,3.726,65,219,Valid
953,885,3.543,144,193,Valid
954,357,3.32,133,154,Valid
954,829,3.383,127,177,Valid
955,285,3.35,122,185,Valid
955,813,3.162,115,133,Valid
956,341,3.043,113,172,Valid
956,853,3.132,120,183,Valid
957,317,3.343,129,182,Valid
957,773,3.536,129,201,Valid
958,261,3.78,120,199,Valid
958,773,3.734,119,209,Valid
959,269,3.731,122,198,Valid
959,781,3.985,115,238,Valid
960,293,4.011,119,196,Valid
960,797,3.899,115,207,Valid
961,310,3.84,117,213,Valid
961,830,3.711,119,190,Valid
962,334,3.896,113,221,Valid
962,854,3.668,120,180,Valid
963,342,3.683,120,194,Valid
963,846,3.703,119,199,Valid
964,350,3.708,117,201,Valid
964,854,3.619,120,208,Valid
965,374,3.559,115,181,Valid
965,878,3.762,117,210,Valid
966,398,3.701,111,235,Valid
967,6,4.153,101,250,Valid
967,558,4.211,108,214,Valid
968,70,3.785,122,147,Valid
968,526,3.876,122,228,Valid
969,46,3.83,119,227,Valid
969,558,3.866,115,225,Valid
970,86,3.719,117,187,Valid
970,606,3.736,113,185,Valid
971,110,3.838,119,202,Valid
971,623,3.785,119,180,Valid
972,119,3.889,117,223,Valid
972,655,3.482,117,175,Valid
973,167,3.807,111,211,Valid
973,679,3.856,119,196,Valid
974,199,3.734,119,155,Valid
974,719,3.871,111,206,Valid
975,231,3.447,122,161,Valid
975,759,3.452,108,172,Valid
976,271,3.564,117,175,Valid
976,775,3.607,119,194,Valid
977,279,3.64,119,210,Valid
977,783,3.729,117,193,Valid
978,295,3.701,119,185,Valid
978,799,3.696,119,185,Valid
979,303,3.472,120,168,Valid
979,807,3.505,119,161,Valid
980,304,3.607,117,192,Valid
980,832,3.447,117,161,Valid
981,336,3.467,119,172,Valid
981,856,3.729,115,195,Valid
982,384,3.65,111,188,Valid
982,880,3.815,120,201,Valid
983,384,3.64,122,187,Valid
983,888,3.546,117,163,Valid
984,400,3.863,115,202,Valid
984,904,3.83,120,214,Valid
985,416,3.68,117,175,Valid
985,928,3.914,113,240,Valid
986,448,3.873,117,215,Valid
986,984,3.962,110,197,Valid
987,520,3.998,113,222,Valid
988,56,3.729,113,194,Valid
988,584,3.947,110,214,Valid
989,104,3.891,117,196,Valid
989,625,3.82,115,184,Valid
990,137,3.757,119,163,Valid
990,665,3.454,111,161,Valid
991,177,3.589,113,219,Valid
991,705,3.642,117,199,Valid
992,225,3.754,113,189,Valid
992,729,3.863,119,205,Valid
993,241,3.764,119,202,Valid
993,769,3.8,111,204,Valid
994,297,3.744,113,181,Valid
994,833,3.825,111,194,Valid
995,353,3.744,117,193,Valid
995,873,3.731,113,193,Valid
996,401,3.777,115,191,Valid
996,929,3.678,111,195,Valid
997,465,3.703,115,174,Valid
997,985,3.675,113,185,Valid
998,522,3.795,110,206,Valid
999,58,3.797,113,186,Valid
999,578,3.614,117,164,Valid
1000,98,3.505,113,164,Valid
1000,634,3.604,110,187,Valid
1001,154,3.66,115,195,Valid
1001,682,3.678,115,198,Valid
1002,202,3.604,115,180,Valid
1002,722,3.795,113,186,Valid
1003,250,3.891,113,198,Valid
1003,786,3.899,113,201,Valid
1004,338,3.592,111,152,Valid
1004,850,3.604,113,176,Valid
1005,386,3.769,111,194,Valid
1005,906,3.711,113,192,Valid
1006,434,3.561,117,170,Valid
1006,970,3.894,108,195,Valid
1007,499,3.904,113,196,Valid
1008,35,3.866,111,186,Valid
1008,555,3.805,115,185,Valid
1009,75,3.767,115,201,Valid
1009,619,3.947,111,196,Valid
1010,179,4.049,107,189,Valid
1010,723,4.031,111,189,Valid
1011,299,3.975,102,177,Valid
1011,811,3.932,115,206,Valid
1012,331,3.795,113,195,Valid
1012,899,3.678,108,144,Valid
1013,451,4.1,108,208,Valid
1013,987,3.846,108,173,Valid
1014,523,3.543,115,154,Valid
1015,51,3.559,113,176,Valid
1015,587,3.551,110,173,Valid
1016,123,3.711,113,170,Valid
1016,659,3.861,110,195,Valid
1017,188,3.851,115,193,Valid
1017,724,3.759,111,173,Valid
1018,236,3.83,117,173,Valid
1018,764,3.848,113,177,Valid
1019,292,3.683,111,181,Valid
1019,812,3.673,115,191,Valid
1020,364,3.592,108,153,Valid
1020,932,3.858,110,165,Valid
1021,476,3.759,105,186,Valid
1022,12,3.541,115,159,Valid
1022,500,3.538,117,174,Valid
1023,28,3.325,119,140,Valid
1023,556,3.231,113,147,Valid
1024,60,3.371,115,169,Valid
1024,572,3.553,119,203,Valid
1025,92,3.498,117,184,Valid
1025,588,3.805,119,184,Valid
1026,108,3.736,115,153,Valid
1026,637,3.665,111,167,Valid
1027,173,3.612,110,182,Valid
1027,717,3.64,110,183,Valid
1028,237,3.68,117,196,Valid
1028,773,3.609,111,155,Valid
1029,309,3.757,113,177,Valid
1029,821,3.64,117,186,Valid
1030,341,3.581,115,179,Valid
1030,861,3.66,113,192,Valid
1031,397,3.645,111,154,Valid
1031,917,3.678,119,168,Valid
1032,437,3.617,113,169,Valid
1032,949,3.508,119,152,Valid
1033,453,3.541,113,181,Valid
1033,989,3.498,117,155,Valid
1034,493,3.663,115,189,Valid
1035,13,3.419,120,154,Valid
1035,542,3.551,108,176,Valid
1036,70,3.665,115,185,Valid
1036,614,3.744,108,180,Valid
1037,142,3.904,115,196,Valid
1037,662,3.729,115,179,Valid
1038,190,3.647,115,153,Valid
1038,718,3.754,110,180,Valid
1039,230,3.729,119,186,Valid
1039,758,3.706,113,170,Valid
1040,302,3.856,108,195,Valid
1040,822,3.78,115,190,Valid
1041,342,3.785,115,190,Valid
1041,878,3.711,115,173,Valid
1042,382,3.947,117,205,Valid
1042,910,3.917,111,185,Valid
1043,446,3.792,113,180,Valid
1043,974,3.917,113,185,Valid
1044,495,3.848,115,186,Valid
1045,31,3.513,113,156,Valid
1045,535,3.653,113,186,Valid
1046,63,3.828,117,204,Valid
1046,583,3.914,115,200,Valid
1047,119,3.84,111,166,Valid
1047,639,3.927,115,193,Valid
1048,167,3.851,113,182,Valid
1048,703,3.807,111,180,Valid
1049,231,3.739,111,191,Valid
1049,767,3.701,115,169,Valid
1050,287,3.907,115,186,Valid
1050,807,3.749,111,193,Valid
1051,319,3.896,117,207,Valid
1051,855,4.034,111,226,Valid
1052,383,4.069,111,215,Valid
1052,951,4.247,108,213,Valid
1053,496,4.196,110,201,Valid
1054,72,4.221,104,199,Valid
1054,592,4.168,113,215,Valid
1055,144,4.168,108,208,Valid
1055,696,4.26,108,216,Valid
