Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
210,172,4.783,96,270,Valid
210,780,4.442,101,179,Valid
211,332,4.427,110,186,Valid
211,980,4.691,92,279,Valid
212,596,3.866,102,123,Valid
213,140,4.13,102,160,Valid
213,708,4.465,104,244,Valid
214,300,4.597,102,257,Valid
214,876,4.374,104,202,Valid
215,501,4.435,98,168,Valid
216,133,4.427,97,200,Valid
216,725,4.199,96,188,Valid
217,293,4.051,105,141,Valid
217,901,4.376,101,238,Valid
218,501,3.927,100,131,Valid
219,109,4.336,97,204,Valid
219,685,4.173,100,218,Valid
220,277,3.536,110,99,Valid
220,845,4.067,101,228,Valid
221,437,3.985,98,187,Valid
222,21,3.556,108,81,Valid
222,637,4.051,94,243,Valid
223,229,3.376,107,104,Valid
223,773,3.947,102,202,Valid
224,350,3.747,104,144,Valid
224,942,3.706,101,181,Valid
225,526,3.348,104,112,Valid
226,94,3.907,105,223,Valid
226,654,3.772,104,187,Valid
227,222,3.655,108,141,Valid
227,774,3.477,107,128,Valid
228,326,4.064,107,267,Valid
228,894,3.884,108,177,Valid
229,478,3.945,104,151,Valid
230,62,4.277,100,274,Valid
230,662,3.627,104,93,Valid
231,263,3.586,98,109,Valid
231,855,3.993,100,247,Valid
232,446,3.614,101,135,Valid
233,78,3.576,93,147,Valid
233,647,3.482,105,133,Valid
234,255,4.018,104,215,Valid
234,839,3.866,97,174,Valid
235,447,4.072,98,194,Valid
236,15,3.97,104,175,Valid
236,615,4.181,102,210,Valid
237,215,3.731,100,150,Valid
237,783,3.868,105,185,Valid
238,375,4.069,98,221,Valid
238,959,3.749,107,113,Valid
239,511,4.046,102,226,Valid
240,95,3.873,105,171,Valid
240,663,3.767,105,151,Valid
241,231,3.98,104,206,Valid
241,783,3.749,110,164,Valid
242,367,3.553,102,166,Valid
242,983,3.228,101,49,Valid
243,544,3.945,104,232,Valid
244,96,3.942,105,239,Valid
244,680,3.612,107,85,Valid
245,248,4.321,104,282,Valid
245,824,3.914,105,157,Valid
246,392,3.8,102,103,Valid
246,968,4.133,105,222,Valid
247,528,3.762,105,170,Valid
248,96,3.904,102,234,Valid
248,704,3.729,101,108,Valid
249,296,4.171,102,253,Valid
249,888,3.302,111,67,Valid
250,456,4.056,96,185,Valid
250,976,3.846,110,188,Valid
251,560,3.637,104,176,Valid
252,153,3.708,102,154,Valid
252,737,3.922,102,185,Valid
253,297,3.65,108,149,Valid
253,921,4.039,98,188,Valid
254,481,3.896,101,208,Valid
255,89,3.437,105,28,Valid
255,713,4.326,93,284,Valid
256,329,3.358,105,80,Valid
256,921,4.077,93,154,Valid
257,489,4.267,105,220,Valid
258,65,4.016,100,183,Valid
258,681,3.889,96,172,Valid
259,257,3.515,108,117,Valid
259,801,3.18,110,86,Valid
260,441,3.797,92,278,Valid
261,41,3.416,105,100,Valid
261,658,4.028,94,182,Valid
262,258,3.632,98,122,Valid
262,826,3.089,100,167,Valid
263,426,3.132,105,153,Valid
264,10,3.848,102,193,Valid
264,562,3.825,105,173,Valid
265,162,3.846,102,174,Valid
265,722,3.787,102,247,Valid
266,338,3.472,102,119,Valid
266,930,3.228,107,49,Valid
273,395,3.091,,190,Valid
273,923,3.162,115,145,Valid
274,483,3.835,110,234,Valid
275,11,3.67,111,208,Valid
275,595,3.632,105,151,Valid
276,155,3.774,104,176,Valid
276,699,3.792,108,193,Valid
277,243,3.922,110,214,Valid
277,803,3.866,108,177,Valid
278,339,3.858,111,188,Valid
278,883,3.929,111,182,Valid
279,419,4.26,110,217,Valid
279,987,4.049,107,185,Valid
280,556,4.155,105,176,Valid
281,148,4.186,101,166,Valid
281,708,4.252,105,207,Valid
282,268,4.11,108,162,Valid
282,804,4.247,110,201,Valid
283,372,4.194,107,165,Valid
283,932,3.947,108,145,Valid
284,476,4.138,107,205,Valid
285,36,4.117,108,203,Valid
285,588,4.163,108,199,Valid
286,132,4.29,108,217,Valid
286,700,4.384,105,220,Valid
287,260,4.397,107,210,Valid
287,836,4.641,104,206,Valid
288,404,4.643,105,225,Valid
288,964,4.486,108,194,Valid
289,533,4.595,104,209,Valid
290,101,4.643,107,199,Valid
290,669,4.671,104,235,Valid
291,237,4.552,107,191,Valid
291,789,4.681,107,245,Valid
292,373,4.752,102,209,Valid
292,925,4.625,108,211,Valid
293,509,4.679,102,219,Valid
294,85,4.735,104,226,Valid
294,661,4.407,107,165,Valid
295,189,4.493,110,200,Valid
295,733,4.336,111,169,Valid
296,277,4.493,110,212,Valid
296,837,4.473,107,195,Valid
297,373,4.481,110,198,Valid
297,901,4.724,111,243,Valid
298,462,4.62,110,193,Valid
298,990,4.696,111,225,Valid
299,558,4.714,105,211,Valid
300,118,4.679,107,217,Valid
300,662,4.623,110,202,Valid
301,230,4.719,105,215,Valid
301,814,4.656,104,189,Valid
302,382,4.575,104,199,Valid
302,918,4.618,111,230,Valid
303,462,4.679,111,199,Valid
304,14,4.587,105,207,Valid
304,534,4.613,115,236,Valid
305,102,4.836,105,244,Valid
305,654,4.76,110,210,Valid
306,198,4.762,108,231,Valid
306,726,4.732,115,215,Valid
307,263,4.765,111,222,Valid
307,823,4.745,107,196,Valid
308,367,4.917,110,247,Valid
308,927,4.783,108,215,Valid
309,463,4.709,111,194,Valid
309,991,4.917,111,238,Valid
310,551,5.022,107,244,Valid
311,111,5.088,107,239,Valid
311,663,5.248,107,254,Valid
312,215,4.968,110,231,Valid
312,775,4.831,107,224,Valid
313,303,4.925,113,219,Valid
313,863,4.796,107,221,Valid
314,423,4.752,108,213,Valid
314,991,4.935,104,240,Valid
315,559,4.864,104,244,Valid
316,136,4.968,104,229,Valid
316,680,5.014,110,258,Valid
317,248,4.874,108,217,Valid
317,792,4.933,107,224,Valid
318,344,5.027,108,262,Valid
318,912,4.968,107,233,Valid
319,480,4.887,105,211,Valid
320,56,5.11,102,271,Valid
320,624,5.083,105,275,Valid
321,200,4.958,105,211,Valid
321,752,5.029,107,246,Valid
322,336,5.169,101,263,Valid
322,896,4.938,111,209,Valid
323,424,5.055,110,264,Valid
323,992,5.072,107,233,Valid
324,536,5.146,108,273,Valid
325,121,5.21,102,265,Valid
325,697,5.159,104,251,Valid
326,265,5.23,104,264,Valid
326,841,5.337,105,277,Valid
327,425,5.311,104,231,Valid
327,977,5.237,108,243,Valid
328,537,5.26,105,258,Valid
329,121,5.329,102,255,Valid
329,689,5.128,105,234,Valid
330,257,5.095,105,264,Valid
330,849,5.022,101,245,Valid
331,393,4.968,111,230,Valid
331,945,5.151,107,267,Valid
332,505,5.23,107,257,Valid
333,81,5.098,105,211,Valid
333,633,5.105,108,223,Valid
334,194,5.083,105,252,Valid
334,762,5.103,107,232,Valid
335,338,4.958,104,224,Valid
335,898,5.222,105,256,Valid
336,450,5.293,107,274,Valid
337,26,5.258,107,255,Valid
337,594,5.232,105,256,Valid
338,162,5.413,105,278,Valid
338,738,5.286,104,243,Valid
339,290,5.278,108,258,Valid
339,858,5.268,104,262,Valid
340,426,5.062,107,223,Valid
341,2,5.187,102,280,Valid
341,562,5.05,108,237,Valid
342,130,5.131,104,246,Valid
342,690,5.286,105,293,Valid
343,258,5.171,108,233,Valid
343,802,5.034,110,243,Valid
344,355,5.1,108,255,Valid
344,923,5.019,105,233,Valid
345,491,5.039,104,226,Valid
346,59,5.017,105,243,Valid
346,635,5.001,105,233,Valid
347,187,4.983,107,241,Valid
347,763,5.199,102,276,Valid
348,331,5.039,108,220,Valid
348,883,5.108,107,248,Valid
349,451,5.027,107,234,Valid
350,19,4.971,105,230,Valid
350,587,4.976,104,236,Valid
351,147,4.956,107,242,Valid
351,723,4.94,105,231,Valid
352,323,5.151,102,208,Valid
352,859,4.823,108,227,Valid
353,444,4.658,104,182,Valid
353,988,4.856,107,255,Valid
354,556,5.075,105,258,Valid
355,132,4.94,105,217,Valid
355,700,5.164,104,282,Valid
356,308,4.912,100,209,Valid
356,868,5.161,107,285,Valid
357,428,5.009,108,223,Valid
357,980,5.006,107,227,Valid
358,540,4.912,105,226,Valid
359,100,4.961,107,269,Valid
359,676,5.044,104,250,Valid
360,252,5.154,105,261,Valid
360,812,4.986,107,220,Valid
361,372,5.011,105,243,Valid
361,948,5.006,105,236,Valid
362,509,4.834,107,222,Valid
363,61,4.808,107,250,Valid
363,637,4.831,102,244,Valid
364,213,4.862,104,260,Valid
364,789,4.707,107,205,Valid
365,357,4.74,104,246,Valid
365,925,4.798,105,233,Valid
366,477,4.882,108,243,Valid
367,29,4.76,111,216,Valid
367,589,4.966,105,244,Valid
368,141,5.07,108,248,Valid
368,701,4.895,107,215,Valid
369,237,4.948,111,247,Valid
369,797,4.961,105,240,Valid
370,357,4.948,107,253,Valid
370,917,4.778,108,230,Valid
371,470,4.945,107,246,Valid
372,38,4.935,105,250,Valid
372,582,4.793,111,234,Valid
373,126,4.757,110,226,Valid
373,670,4.859,108,250,Valid
374,246,4.816,104,231,Valid
374,806,4.851,107,253,Valid
375,382,4.915,104,255,Valid
375,950,4.831,107,224,Valid
376,478,4.834,111,236,Valid
377,30,4.813,110,245,Valid
377,582,4.686,110,211,Valid
378,118,4.595,108,231,Valid
378,662,4.45,113,182,Valid
379,190,4.595,110,231,Valid
379,758,4.699,107,242,Valid
380,334,4.684,102,232,Valid
380,902,4.732,105,218,Valid
381,447,4.709,111,233,Valid
381,991,4.623,111,208,Valid
382,519,4.829,110,247,Valid
383,71,4.829,108,246,Valid
383,639,4.803,105,239,Valid
384,207,4.897,105,245,Valid
384,759,4.623,110,208,Valid
385,295,4.463,111,203,Valid
385,839,4.572,108,226,Valid
386,415,4.679,105,231,Valid
386,975,4.521,107,196,Valid
387,519,4.699,108,239,Valid
388,63,4.559,111,202,Valid
388,615,4.602,107,210,Valid
389,167,4.491,108,217,Valid
389,727,4.458,108,202,Valid
390,272,4.608,110,224,Valid
390,824,4.623,107,243,Valid
391,384,4.336,110,185,Valid
391,896,4.633,113,260,Valid
400,433,3.879,,201,Valid
401,161,4.498,85,254,Valid
401,793,4.348,96,238,Valid
402,425,4.684,93,267,Valid
403,41,4.382,97,224,Valid
403,649,4.404,97,266,Valid
404,177,4.275,113,283,Valid
404,721,4.15,108,235,Valid
405,321,4.44,101,223,Valid
405,929,4.676,97,256,Valid
406,505,4.633,102,245,Valid
407,225,4.399,97,161,Valid
408,354,6.104,52,299,Valid
409,210,5.174,68,89,Valid
409,786,5.144,94,268,Valid
410,378,4.44,104,236,Valid
410,954,4.542,104,277,Valid
411,530,4.366,104,218,Valid
412,98,4.486,102,239,Valid
412,674,4.508,105,263,Valid
413,218,4.549,108,269,Valid
413,794,4.564,104,259,Valid
414,386,4.62,105,220,Valid
414,978,4.432,100,224,Valid
415,546,4.524,105,248,Valid
416,130,4.503,102,257,Valid
416,682,4.516,108,225,Valid
417,267,4.884,104,251,Valid
417,843,4.796,101,284,Valid
418,443,4.727,101,278,Valid
419,19,4.587,102,258,Valid
419,595,4.521,104,248,Valid
420,171,4.686,107,252,Valid
420,755,4.521,100,250,Valid
421,347,4.785,102,285,Valid
421,923,5.037,102,296,Valid
422,523,5.077,101,283,Valid
423,99,4.994,102,283,Valid
423,707,5.326,100,301,Valid
424,307,5.133,98,308,Valid
424,899,5.057,102,262,Valid
425,467,5.001,104,262,Valid
426,35,5.034,105,293,Valid
426,611,4.933,104,269,Valid
427,228,5.108,97,288,Valid
427,820,4.897,101,267,Valid
428,420,4.803,100,222,Valid
429,28,4.602,100,236,Valid
429,652,4.265,94,231,Valid
430,284,4.42,96,240,Valid
430,884,4.351,98,222,Valid
431,484,4.468,101,232,Valid
432,92,4.445,98,237,Valid
432,692,4.336,100,240,Valid
433,293,4.028,101,198,Valid
433,893,4.351,100,243,Valid
434,452,4.178,105,217,Valid
435,4,4.392,108,244,Valid
435,604,4.351,100,201,Valid
436,237,4.468,98,173,Valid
436,941,4.303,81,174,Valid
437,645,4.023,84,172,Valid
438,365,4.183,87,174,Valid
439,53,4.072,86,190,Valid
439,741,4.082,87,175,Valid
440,405,4.618,90,245,Valid
440,949,4.656,105,251,Valid
441,581,5.075,98,250,Valid
442,165,5.075,101,249,Valid
442,781,5.245,97,275,Valid
443,381,5.187,100,234,Valid
444,21,5.194,96,237,Valid
444,661,5.09,92,210,Valid
445,286,5.237,96,243,Valid
445,910,5.166,94,248,Valid
446,510,4.816,100,208,Valid
447,126,4.539,96,189,Valid
447,718,4.166,101,194,Valid
448,326,4.087,97,195,Valid
448,918,3.983,104,177,Valid
449,526,3.919,97,179,Valid
450,78,3.843,108,211,Valid
450,694,3.465,105,134,Valid
451,206,3.686,108,204,Valid
451,854,4.087,92,267,Valid
452,366,3.901,117,234,Valid
452,902,3.909,113,216,Valid
453,422,3.955,111,243,Valid
453,982,4.163,108,209,Valid
454,519,4.234,108,220,Valid
455,95,4.181,108,183,Valid
455,711,4.006,94,198,Valid
456,295,3.665,104,197,Valid
456,895,3.632,100,183,Valid
457,495,3.155,102,137,Valid
458,47,3.589,105,212,Valid
458,631,3.437,101,166,Valid
459,167,3.579,115,232,Valid
459,639,4.011,122,253,Valid
460,199,3.693,110,187,Valid
460,719,3.553,111,194,Valid
461,279,3.691,107,193,Valid
461,831,3.858,110,185,Valid
462,383,3.99,108,199,Valid
462,943,4.288,107,228,Valid
463,479,4.247,110,233,Valid
464,63,4.221,104,190,Valid
464,680,4.219,98,203,Valid
465,280,4.293,100,237,Valid
465,872,4.036,100,171,Valid
466,464,4.394,102,225,Valid
467,40,3.94,104,172,Valid
467,648,4.138,98,191,Valid
468,216,4.049,104,214,Valid
468,832,4.059,97,188,Valid
469,440,4.232,98,221,Valid
470,32,4.1,101,192,Valid
470,648,4.094,97,191,Valid
471,224,4.155,104,204,Valid
471,832,4.072,100,196,Valid
472,448,4.227,97,194,Valid
473,64,4.364,98,174,Valid
473,689,4.204,96,169,Valid
474,297,4.026,96,196,Valid
474,897,3.79,100,164,Valid
475,497,3.787,98,156,Valid
476,65,3.96,105,231,Valid
476,657,3.678,104,189,Valid
477,225,3.868,104,208,Valid
477,873,4.465,96,220,Valid
478,513,4.544,93,190,Valid
479,161,4.369,91,207,Valid
479,817,4.445,90,211,Valid
480,433,4.369,96,202,Valid
481,9,4.503,104,215,Valid
481,585,4.729,104,258,Valid
482,178,4.503,102,192,Valid
482,778,4.735,101,218,Valid
483,410,4.463,93,194,Valid
484,42,4.293,96,199,Valid
484,658,4.249,94,189,Valid
485,266,4.155,98,182,Valid
485,874,4.11,98,160,Valid
486,482,4.295,101,187,Valid
487,74,4.234,98,226,Valid
487,690,3.889,97,177,Valid
488,306,3.8,97,151,Valid
488,946,4.001,96,165,Valid
489,562,3.95,96,202,Valid
490,186,3.914,97,150,Valid
490,834,3.993,92,159,Valid
491,435,3.886,98,172,Valid
492,43,3.853,98,172,Valid
492,651,3.594,98,119,Valid
493,299,4.112,92,242,Valid
493,923,3.754,97,145,Valid
494,563,3.901,92,161,Valid
495,195,3.907,94,223,Valid
495,819,3.655,98,158,Valid
496,395,3.653,98,163,Valid
497,3,3.772,100,214,Valid
497,619,3.411,101,159,Valid
498,163,3.505,105,190,Valid
498,739,3.835,104,226,Valid
499,315,3.881,105,196,Valid
499,899,4.293,102,229,Valid
500,500,4.364,98,221,Valid
501,60,4.242,105,221,Valid
501,644,4.1,104,202,Valid
502,228,4.244,104,217,Valid
502,788,4.315,107,207,Valid
503,420,4.163,96,152,Valid
504,44,4.128,96,176,Valid
504,668,4.069,94,223,Valid
505,260,3.955,101,203,Valid
505,860,3.942,100,195,Valid
506,444,4.028,100,220,Valid
507,36,3.891,104,187,Valid
507,644,4.148,100,194,Valid
508,188,4.128,107,218,Valid
508,788,3.942,100,186,Valid
509,372,4.049,102,211,Valid
509,972,4.364,101,237,Valid
510,533,4.369,105,215,Valid
511,101,4.191,105,220,Valid
511,693,4.056,101,208,Valid
512,309,4.046,98,213,Valid
512,925,4.26,97,211,Valid
513,549,4.224,94,202,Valid
514,173,4.229,97,193,Valid
514,765,3.98,100,186,Valid
515,373,3.846,100,157,Valid
515,965,3.894,101,210,Valid
516,541,3.65,102,192,Valid
517,205,3.833,91,180,Valid
517,821,3.731,100,157,Valid
528,607,2.855,,252,Valid
529,183,3.937,104,225,Valid
529,703,3.777,119,229,Valid
530,271,3.482,110,110,Valid
530,831,3.947,105,155,Valid
531,359,3.752,107,212,Valid
531,911,3.868,108,195,Valid
532,423,3.691,115,211,Valid
532,967,3.378,111,153,Valid
533,503,3.559,108,188,Valid
534,31,3.462,117,177,Valid
534,575,3.393,111,161,Valid
535,79,3.619,115,207,Valid
535,615,3.477,117,184,Valid
536,111,3.757,117,189,Valid
536,647,3.929,113,206,Valid
537,168,4.051,113,230,Valid
537,704,3.856,115,181,Valid
538,224,3.929,111,199,Valid
538,768,3.896,111,178,Valid
539,304,3.894,110,202,Valid
539,848,4.072,111,212,Valid
540,376,3.937,113,203,Valid
540,904,3.98,111,214,Valid
541,440,3.947,111,203,Valid
541,976,3.876,113,193,Valid
542,520,3.647,110,147,Valid
543,72,3.904,108,205,Valid
543,616,3.561,113,162,Valid
544,152,3.955,108,204,Valid
544,672,3.851,115,207,Valid
545,224,4.051,107,233,Valid
545,760,3.945,113,201,Valid
546,281,4.008,115,198,Valid
546,817,4.089,111,203,Valid
547,361,3.884,111,192,Valid
547,881,3.846,111,183,Valid
548,449,3.99,108,205,Valid
548,985,3.597,113,175,Valid
549,505,3.622,110,173,Valid
550,33,3.884,113,215,Valid
550,561,3.683,117,208,Valid
551,89,3.663,113,184,Valid
551,577,3.807,119,203,Valid
552,137,3.962,108,203,Valid
552,665,3.815,113,200,Valid
553,201,3.752,110,195,Valid
553,745,3.805,110,206,Valid
554,281,3.828,111,201,Valid
554,817,3.706,113,175,Valid
