Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
508,692,2.555,117,120,Valid
509,172,2.41,127,99,Valid
509,684,2.433,113,130,Valid
510,164,2.306,131,117,Valid
510,660,2.253,125,85,Valid
511,180,2.609,108,128,Valid
511,676,2.54,117,125,Valid
512,181,2.4,129,84,Valid
512,661,2.499,120,117,Valid
513,181,2.535,113,138,Valid
513,637,2.593,136,116,Valid
514,109,2.464,131,64,Valid
514,589,2.731,119,129,Valid
515,77,2.342,131,79,Valid
515,541,2.263,127,77,Valid
516,37,2.309,115,86,Valid
516,509,2.736,122,145,Valid
516,973,2.596,131,115,Valid
517,453,2.639,122,141,Valid
517,989,2.357,125,73,Valid
518,405,2.527,127,127,Valid
518,837,2.38,147,102,Valid
519,293,2.489,127,143,Valid
519,765,2.377,131,106,Valid
520,229,2.799,120,152,Valid
520,709,2.443,136,100,Valid
521,166,2.451,125,112,Valid
521,622,2.477,129,125,Valid
522,102,2.548,127,124,Valid
522,558,2.403,136,103,Valid
523,38,2.258,125,93,Valid
523,510,2.606,117,143,Valid
523,998,2.294,136,97,Valid
524,478,2.268,120,109,Valid
524,982,2.357,117,111,Valid
525,414,2.522,136,134,Valid
525,886,2.644,125,164,Valid
526,382,2.309,131,98,Valid
526,838,2.134,127,113,Valid
527,350,1.991,120,80,Valid
527,790,2.012,131,100,Valid
528,206,2.192,138,119,Valid
528,686,2.184,129,122,Valid
529,158,2.253,127,124,Valid
529,654,2.113,127,78,Valid
530,70,2.146,131,96,Valid
530,558,2.416,122,125,Valid
531,70,2.339,119,121,Valid
531,543,2.41,125,148,Valid
532,31,2.136,133,68,Valid
532,423,2.271,138,121,Valid
532,927,2.464,119,138,Valid
533,863,2.685,63,138,Valid
534,311,2.324,141,142,Valid
534,791,2.273,129,103,Valid
535,263,2.149,125,98,Valid
535,735,2.299,125,109,Valid
536,231,2.576,119,129,Valid
536,719,2.428,125,146,Valid
537,239,2.309,119,114,Valid
537,695,2.271,125,100,Valid
538,167,2.339,127,106,Valid
538,663,2.466,117,140,Valid
539,151,2.296,131,122,Valid
539,663,2.243,119,94,Valid
540,95,2.228,131,111,Valid
540,584,2.202,122,121,Valid
541,104,2.141,119,112,Valid
541,584,2.286,120,115,Valid
542,64,2.261,127,110,Valid
542,576,2.362,110,115,Valid
543,40,2.362,133,153,Valid
543,576,2.273,122,93,Valid
544,32,2.451,119,113,Valid
544,496,2.535,129,147,Valid
545,0,2.35,129,117,Valid
545,456,2.637,122,131,Valid
545,952,2.642,120,116,Valid
546,424,2.408,131,114,Valid
546,896,2.454,125,121,Valid
547,376,2.525,120,136,Valid
547,824,2.35,141,125,Valid
548,328,2.07,129,86,Valid
548,808,2.301,111,103,Valid
549,249,2.591,131,137,Valid
549,753,2.177,136,108,Valid
550,169,2.192,133,138,Valid
550,633,2.164,131,103,Valid
551,57,2.271,131,120,Valid
551,529,2.393,131,137,Valid
551,993,2.515,127,140,Valid
552,521,2.271,120,77,Valid
552,961,2.477,122,137,Valid
553,425,2.393,136,139,Valid
553,913,2.436,125,137,Valid
554,393,2.492,125,130,Valid
554,897,2.449,117,92,Valid
555,369,2.492,125,125,Valid
555,833,2.337,127,129,Valid
556,305,2.25,138,119,Valid
556,817,2.035,122,31,Valid
557,177,2.164,133,133,Valid
557,729,1.839,136,17,Valid
558,145,1.872,127,110,Valid
558,602,1.806,133,99,Valid
559,50,1.704,141,76,Valid
559,474,1.872,127,111,Valid
559,818,1.664,170,108,Valid
562,154,2.906,,267,Valid
563,106,3.155,68,0,Valid
563,522,3.447,127,134,Valid
563,938,3.195,141,166,Valid
564,402,2.842,129,163,Valid
564,898,2.639,127,124,Valid
565,354,2.774,122,152,Valid
565,826,2.84,129,131,Valid
566,298,2.715,129,102,Valid
566,778,2.601,127,131,Valid
567,242,2.609,125,128,Valid
567,730,2.586,125,123,Valid
568,187,2.588,131,122,Valid
568,675,2.413,125,98,Valid
569,139,2.344,127,95,Valid
569,635,2.187,122,83,Valid
570,107,2.266,125,110,Valid
570,555,2.398,129,130,Valid
571,27,2.35,131,115,Valid
571,483,2.38,131,125,Valid
571,947,2.456,129,114,Valid
572,435,2.436,120,119,Valid
572,915,2.403,122,133,Valid
573,403,2.36,127,123,Valid
573,883,2.398,122,119,Valid
574,371,2.337,122,112,Valid
574,851,2.314,127,107,Valid
575,323,2.362,125,136,Valid
575,803,2.494,125,151,Valid
576,275,2.654,125,156,Valid
576,787,2.459,119,104,Valid
577,268,2.474,125,132,Valid
577,740,2.426,129,116,Valid
578,212,2.421,127,127,Valid
578,692,2.372,122,101,Valid
579,172,2.477,125,135,Valid
579,668,2.461,120,142,Valid
580,132,2.494,129,139,Valid
580,620,2.512,122,142,Valid
581,100,2.36,127,111,Valid
581,572,2.41,127,104,Valid
582,36,2.484,122,156,Valid
582,516,2.565,129,141,Valid
583,12,2.416,127,98,Valid
583,476,2.441,125,123,Valid
583,964,2.243,125,99,Valid
584,444,2.139,125,94,Valid
584,908,2.35,125,131,Valid
585,388,2.423,125,139,Valid
585,876,2.38,122,122,Valid
586,373,2.327,120,111,Valid
586,845,2.294,127,123,Valid
587,317,2.324,127,113,Valid
587,765,2.337,131,119,Valid
588,245,2.276,127,106,Valid
588,717,2.339,127,135,Valid
589,197,2.281,125,108,Valid
589,653,2.385,129,131,Valid
590,149,2.334,120,124,Valid
590,645,2.167,127,92,Valid
591,109,2.316,127,125,Valid
591,581,2.616,122,145,Valid
592,61,2.791,122,177,Valid
592,573,2.868,117,163,Valid
593,61,2.652,127,157,Valid
593,541,2.537,127,104,Valid
593,997,2.499,129,112,Valid
594,477,2.558,119,144,Valid
594,989,2.53,122,140,Valid
595,478,2.545,117,163,Valid
595,982,2.314,131,71,Valid
596,446,2.337,120,123,Valid
596,934,2.535,120,158,Valid
597,422,2.362,129,109,Valid
597,910,2.438,122,124,Valid
598,382,2.436,122,135,Valid
598,870,2.316,125,119,Valid
599,350,2.316,127,117,Valid
599,822,2.593,119,168,Valid
600,310,2.54,127,139,Valid
600,790,2.611,127,165,Valid
601,286,2.55,120,117,Valid
601,766,2.428,127,107,Valid
602,230,2.723,122,183,Valid
602,726,3.152,122,192,Valid
603,222,3.282,117,200,Valid
603,742,3.104,120,156,Valid
604,215,3.078,122,171,Valid
604,703,2.941,129,145,Valid
605,199,2.807,113,143,Valid
605,687,2.88,125,167,Valid
606,175,2.893,127,151,Valid
606,655,2.794,125,128,Valid
607,135,2.888,122,166,Valid
607,631,2.832,120,149,Valid
608,119,2.667,127,124,Valid
608,607,2.662,120,128,Valid
609,71,2.654,127,142,Valid
609,567,2.527,125,131,Valid
610,47,2.654,122,136,Valid
610,519,2.837,122,161,Valid
610,991,2.924,125,184,Valid
611,495,2.913,127,152,Valid
611,967,3.035,120,182,Valid
612,455,2.977,125,162,Valid
612,943,2.924,122,140,Valid
613,439,2.898,119,145,Valid
613,951,2.86,117,155,Valid
614,440,2.845,125,164,Valid
614,920,2.931,122,182,Valid
615,424,2.995,122,173,Valid
615,904,3.122,119,162,Valid
616,416,3.109,122,166,Valid
616,904,3.132,119,175,Valid
617,408,3.19,119,172,Valid
617,920,2.982,119,159,Valid
618,432,3.018,117,176,Valid
618,936,3.642,117,233,Valid
619,440,3.739,122,216,Valid
619,960,3.322,119,138,Valid
620,464,3.066,113,129,Valid
620,968,3.155,117,163,Valid
621,448,3.145,122,166,Valid
621,960,3.157,119,172,Valid
622,472,3.238,117,203,Valid
622,976,3.15,122,140,Valid
623,481,3.228,115,166,Valid
623,953,3.139,129,170,Valid
624,457,3.058,120,134,Valid
624,961,3.109,113,180,Valid
625,457,2.982,122,163,Valid
625,977,2.685,120,112,Valid
626,473,2.918,113,178,Valid
626,977,3.109,119,192,Valid
627,489,2.931,122,155,Valid
627,993,2.913,119,167,Valid
628,489,3.012,117,170,Valid
628,977,3.018,122,152,Valid
629,465,3,120,188,Valid
638,42,3.122,,231,Valid
638,530,2.812,136,99,Valid
639,10,3.711,115,166,Valid
639,506,3.907,122,218,Valid
639,954,3.465,127,208,Valid
640,506,3.216,117,105,Valid
640,954,3.376,125,210,Valid
641,459,3.02,120,156,Valid
641,939,3.02,122,147,Valid
642,411,3.076,122,159,Valid
642,907,3.018,125,169,Valid
643,403,2.868,122,133,Valid
643,899,2.959,120,164,Valid
644,379,2.936,122,179,Valid
644,891,2.812,122,119,Valid
645,395,2.794,117,138,Valid
645,875,2.898,122,162,Valid
646,355,3.063,125,190,Valid
646,843,3.213,122,176,Valid
647,347,3.127,120,152,Valid
647,835,3.18,120,168,Valid
648,339,3.205,117,180,Valid
648,867,3.018,115,152,Valid
649,371,3.023,120,135,Valid
649,867,2.962,120,141,Valid
650,372,2.878,119,144,Valid
650,876,3.162,115,189,Valid
651,388,3.274,117,203,Valid
651,916,3.155,113,186,Valid
652,428,3.231,120,167,Valid
652,924,3.266,119,159,Valid
653,452,3.233,110,185,Valid
653,972,3.114,117,189,Valid
654,484,3,119,160,Valid
655,20,2.891,110,109,Valid
655,532,3.015,117,161,Valid
656,36,3.025,122,143,Valid
656,532,2.982,120,138,Valid
657,44,3.297,113,179,Valid
657,540,3.315,122,166,Valid
658,52,3.261,119,192,Valid
658,564,3.129,117,134,Valid
659,100,3.104,110,174,Valid
659,604,3.327,117,181,Valid
660,92,3.269,122,181,Valid
660,589,3.114,125,156,Valid
661,53,3.056,127,132,Valid
661,557,3.137,117,180,Valid
662,45,3.213,122,178,Valid
662,541,3.305,122,175,Valid
663,21,3.213,127,163,Valid
663,509,3.254,119,173,Valid
664,29,3.231,119,163,Valid
664,509,3.274,125,163,Valid
664,997,3.332,119,161,Valid
665,485,3.185,122,161,Valid
666,13,3.294,113,192,Valid
666,501,3.272,122,149,Valid
667,13,3.091,120,176,Valid
667,493,3.076,120,144,Valid
668,13,2.804,122,93,Valid
668,501,2.835,119,142,Valid
668,973,3.005,122,154,Valid
669,462,3.246,125,201,Valid
669,918,3.094,129,193,Valid
670,390,3.096,131,188,Valid
670,846,3.178,131,198,Valid
671,782,2.99,65,157,Valid
673,102,3.327,45,81,Valid
673,558,3.363,125,150,Valid
674,22,2.68,129,125,Valid
674,510,2.504,129,127,Valid
674,974,2.57,127,104,Valid
675,430,2.741,125,121,Valid
675,910,2.723,127,117,Valid
676,406,2.637,122,130,Valid
676,886,2.443,127,105,Valid
677,382,2.276,120,84,Valid
677,822,2.238,131,104,Valid
678,311,2.502,119,145,Valid
678,839,2.852,117,150,Valid
679,335,2.878,120,143,Valid
679,847,3.221,117,150,Valid
680,335,3.18,119,141,Valid
680,831,3.137,122,128,Valid
681,319,3.117,122,143,Valid
681,831,2.926,119,107,Valid
682,335,2.954,117,126,Valid
682,823,3.078,122,127,Valid
683,319,3.015,120,141,Valid
683,823,2.977,119,134,Valid
684,327,2.723,122,117,Valid
684,807,2.997,120,132,Valid
685,295,3.066,122,134,Valid
685,799,3.012,119,125,Valid
686,279,3.007,125,131,Valid
686,783,2.878,120,113,Valid
687,272,2.842,122,109,Valid
687,760,3.178,122,145,Valid
688,248,2.835,122,124,Valid
688,728,2.824,125,123,Valid
689,200,2.916,125,115,Valid
689,688,3.02,122,136,Valid
690,192,2.997,120,141,Valid
690,680,2.771,127,132,Valid
691,168,2.972,115,111,Valid
691,664,3.129,122,149,Valid
692,152,3.142,122,153,Valid
692,664,2.898,120,123,Valid
693,160,2.725,122,75,Valid
693,624,2.951,127,141,Valid
694,160,2.469,120,91,Valid
694,624,2.84,115,104,Valid
695,120,3.124,122,131,Valid
695,600,2.951,127,121,Valid
696,104,2.766,117,131,Valid
696,593,2.771,125,114,Valid
697,73,2.659,125,93,Valid
697,537,2.883,129,128,Valid
698,33,2.769,119,139,Valid
698,569,2.398,122,68,Valid
699,25,2.657,117,102,Valid
699,521,3.106,125,157,Valid
700,17,3.058,119,139,Valid
700,529,2.708,122,109,Valid
700,993,3.018,119,138,Valid
701,473,3.023,125,135,Valid
701,961,2.979,127,121,Valid
702,465,3.066,117,133,Valid
702,961,2.972,122,140,Valid
703,465,2.687,127,95,Valid
703,921,2.987,119,144,Valid
704,409,2.982,125,134,Valid
704,913,2.99,119,121,Valid
705,401,2.929,125,132,Valid
705,889,3.015,119,128,Valid
706,370,3.081,127,152,Valid
706,898,2.672,125,80,Valid
707,330,2.794,125,132,Valid
707,834,2.868,120,122,Valid
708,330,2.291,133,81,Valid
708,786,2.245,125,65,Valid
709,234,2.504,125,126,Valid
709,714,2.83,125,140,Valid
710,186,2.499,136,115,Valid
710,666,2.385,125,119,Valid
711,130,2.57,125,98,Valid
711,594,2.741,125,108,Valid
712,82,2.588,122,101,Valid
712,594,2.306,127,85,Valid
713,66,2.319,122,82,Valid
713,506,2.306,129,100,Valid
714,18,2.184,122,91,Valid
714,466,2.329,129,142,Valid
714,938,2.385,131,99,Valid
715,411,2.365,125,92,Valid
715,899,2.459,119,109,Valid
716,363,2.431,136,114,Valid
716,851,2.327,122,97,Valid
717,315,2.324,131,92,Valid
717,739,2.357,133,105,Valid
718,195,2.202,133,121,Valid
718,659,2.271,131,88,Valid
719,131,2.329,125,96,Valid
719,595,2.334,131,92,Valid
720,51,2.344,129,99,Valid
720,531,2.283,125,99,Valid
720,995,2.24,131,87,Valid
721,451,2.228,129,101,Valid
721,931,2.151,129,80,Valid
722,403,2.205,122,70,Valid
722,867,2.436,125,103,Valid
723,340,2.489,127,119,Valid
723,828,2.248,131,105,Valid
724,308,2.256,122,91,Valid
724,756,2.334,127,98,Valid
725,244,2.281,125,113,Valid
725,724,2.309,125,96,Valid
726,204,2.474,125,98,Valid
726,668,2.441,127,109,Valid
727,164,2.355,122,117,Valid
727,652,2.474,122,97,Valid
728,140,2.464,122,118,Valid
728,636,2.289,122,103,Valid
729,124,2.276,122,106,Valid
729,596,2.426,122,108,Valid
730,92,2.296,125,89,Valid
730,572,2.344,125,107,Valid
731,44,2.235,129,99,Valid
731,524,2.22,127,86,Valid
731,996,2.344,119,94,Valid
732,492,2.449,120,106,Valid
733,4,2.324,122,86,Valid
733,501,2.045,125,80,Valid
733,949,2.296,122,96,Valid
734,445,2.456,122,104,Valid
734,957,2.413,119,128,Valid
735,437,2.492,122,97,Valid
735,917,2.121,131,94,Valid
736,413,2.062,122,75,Valid
736,885,2.362,117,105,Valid
737,381,2.37,120,104,Valid
737,861,2.4,129,118,Valid
738,357,2.461,119,103,Valid
738,853,2.441,120,103,Valid
739,357,2.189,125,74,Valid
739,845,2.123,119,73,Valid
740,309,2.083,129,85,Valid
740,781,2.261,125,106,Valid
741,269,2.25,125,113,Valid
741,781,2.164,122,73,Valid
742,237,2.365,120,108,Valid
742,717,2.319,127,101,Valid
743,238,1.941,129,87,Valid
743,718,1.991,119,44,Valid
744,182,2.504,120,128,Valid
744,654,2.261,131,121,Valid
745,142,2.489,120,123,Valid
745,654,2.126,129,78,Valid
746,102,2.289,115,106,Valid
746,590,2.545,122,138,Valid
747,78,2.54,129,97,Valid
747,590,2.136,127,66,Valid
748,54,2.23,120,73,Valid
748,526,2.449,119,120,Valid
749,30,2.606,120,125,Valid
749,566,2.311,120,80,Valid
750,30,2.238,122,105,Valid
750,542,2.045,122,79,Valid
750,990,2.009,129,84,Valid
751,446,2.225,127,97,Valid
751,918,2.233,129,101,Valid
752,415,2.217,120,119,Valid
752,895,2.276,125,107,Valid
753,343,2.398,133,100,Valid
753,839,2.118,129,68,Valid
754,303,2.177,120,102,Valid
754,783,2.329,125,118,Valid
755,263,2.291,125,116,Valid
755,775,2.075,129,47,Valid
756,191,2.324,125,113,Valid
756,671,2.24,129,108,Valid
757,159,2.322,120,92,Valid
757,679,2.756,117,128,Valid
758,135,2.388,131,135,Valid
759,111,2.39,60,68,Valid
759,567,2.347,129,88,Valid
760,71,2.507,122,128,Valid
760,559,2.319,129,137,Valid
761,71,2.159,125,106,Valid
761,520,2.474,122,101,Valid
762,24,2.37,119,71,Valid
762,544,2.662,110,105,Valid
763,8,2.644,131,120,Valid
763,968,2.598,62,106,Valid
764,416,2.69,129,135,Valid
764,928,2.639,122,121,Valid
765,408,2.51,129,88,Valid
765,872,2.179,129,90,Valid
766,352,2.276,122,97,Valid
766,832,2.266,120,114,Valid
767,344,2.377,120,82,Valid
767,824,2.398,120,89,Valid
768,296,2.281,129,96,Valid
768,800,2.362,119,118,Valid
769,296,2.367,122,97,Valid
769,760,2.235,129,96,Valid
770,257,2.123,122,89,Valid
770,737,1.781,136,72,Valid
771,225,1.834,119,26,Valid
771,641,1.956,127,65,Valid
772,137,1.869,125,82,Valid
775,313,3.747,42,177,Valid
775,777,3.109,131,168,Valid
776,265,2.375,120,138,Valid
776,753,2.413,125,132,Valid
777,210,2.972,120,185,Valid
777,722,2.931,120,132,Valid
778,186,2.863,127,151,Valid
778,713,2.563,125,49,Valid
779,113,2.756,133,157,Valid
779,601,2.637,129,126,Valid
780,81,2.659,125,143,Valid
780,586,2.446,120,84,Valid
781,10,2.494,131,130,Valid
781,466,2.558,131,145,Valid
781,946,2.603,127,141,Valid
782,442,2.446,127,101,Valid
782,906,2.659,120,140,Valid
783,378,2.708,129,132,Valid
783,842,2.672,133,131,Valid
784,330,2.611,120,136,Valid
784,802,2.515,127,131,Valid
785,290,2.525,120,121,Valid
785,770,2.443,127,118,Valid
786,226,2.499,129,138,Valid
786,730,2.799,117,147,Valid
787,226,2.946,120,162,Valid
787,706,2.865,129,168,Valid
788,186,2.852,125,153,Valid
788,666,3.112,122,155,Valid
789,154,2.995,125,130,Valid
789,611,2.964,129,166,Valid
790,91,3.366,125,205,Valid
790,603,3.68,117,193,Valid
791,51,3.213,136,167,Valid
791,547,2.858,129,82,Valid
791,963,3.162,131,162,Valid
792,403,3.053,138,136,Valid
792,875,3,127,140,Valid
793,307,3.01,133,187,Valid
793,787,2.878,131,143,Valid
794,211,3.04,136,163,Valid
794,675,3.038,131,132,Valid
795,115,3.246,131,169,Valid
795,587,3.218,129,164,Valid
796,51,2.987,133,162,Valid
796,515,3.061,129,142,Valid
796,963,3.122,129,155,Valid
797,451,3.17,122,168,Valid
797,899,3.269,133,179,Valid
798,364,3.289,131,157,Valid
798,796,3.465,133,196,Valid
799,292,3.513,125,185,Valid
799,740,3.551,129,199,Valid
800,188,3.165,150,132,Valid
800,612,3.518,125,202,Valid
807,909,3.444,,201,Valid
808,365,3.15,138,159,Valid
808,813,3.292,136,177,Valid
809,261,3.726,131,203,Valid
809,717,3.617,129,186,Valid
810,173,3.604,136,179,Valid
810,613,3.785,133,213,Valid
811,53,3.767,133,186,Valid
811,501,3.83,131,234,Valid
811,957,3.78,133,211,Valid
812,429,3.609,131,171,Valid
812,869,3.698,131,185,Valid
813,333,3.731,131,205,Valid
813,797,3.571,133,140,Valid
814,221,3.904,133,197,Valid
814,669,3.838,136,214,Valid
815,93,3.556,144,171,Valid
815,541,3.772,131,215,Valid
816,13,3.739,131,163,Valid
816,454,4.135,129,207,Valid
816,894,4.039,138,196,Valid
817,374,3.848,127,194,Valid
817,814,3.891,133,200,Valid
818,278,3.868,136,178,Valid
818,686,3.813,141,210,Valid
819,142,3.929,129,188,Valid
819,598,4.041,129,218,Valid
820,86,3.942,127,236,Valid
820,590,3.396,129,91,Valid
821,6,3.8,129,170,Valid
821,446,4.186,131,204,Valid
821,894,3.988,136,252,Valid
822,374,3.294,144,117,Valid
822,758,3.114,141,148,Valid
823,166,3.208,141,159,Valid
823,582,3.597,141,200,Valid
823,998,3.632,144,198,Valid
824,438,3.696,136,200,Valid
824,886,3.302,144,150,Valid
825,326,3.327,133,143,Valid
825,718,3.637,144,221,Valid
826,126,3.807,147,222,Valid
826,559,3.569,147,189,Valid
826,967,3.51,144,187,Valid
827,399,3.945,133,229,Valid
827,855,4.001,136,203,Valid
828,295,3.79,136,186,Valid
828,743,3.876,131,214,Valid
829,191,3.914,138,184,Valid
829,615,4.117,133,232,Valid
830,63,4.435,133,269,Valid
830,535,3.901,133,153,Valid
830,959,3.531,147,126,Valid
831,367,3.955,138,206,Valid
831,703,4.12,166,272,Valid
841,480,3.523,,258,Valid
841,960,3.251,136,101,Valid
842,416,3.828,122,176,Valid
842,848,3.807,133,240,Valid
843,281,3.437,141,216,Valid
843,745,3.434,131,188,Valid
844,193,3.411,138,136,Valid
844,633,3.442,131,128,Valid
845,73,3.546,129,179,Valid
845,513,3.597,136,230,Valid
845,993,3.492,133,221,Valid
846,441,3.256,136,136,Valid
846,873,3.409,133,150,Valid
847,305,3.548,133,195,Valid
847,777,3.34,133,177,Valid
848,233,3.256,133,133,Valid
848,657,3.378,133,184,Valid
849,97,3.241,144,172,Valid
849,545,3.157,131,135,Valid
849,961,3.335,138,193,Valid
850,409,3.272,136,198,Valid
850,857,3.16,138,174,Valid
851,273,3.5,138,197,Valid
851,705,3.741,136,189,Valid
852,153,4.112,131,245,Valid
852,625,3.835,133,195,Valid
853,81,3.592,133,164,Valid
853,522,3.807,129,190,Valid
853,978,3.97,131,232,Valid
854,426,3.947,138,213,Valid
854,842,3.896,138,220,Valid
855,330,3.815,125,208,Valid
855,786,3.701,133,192,Valid
856,242,3.678,131,199,Valid
856,674,3.739,136,180,Valid
857,122,3.371,138,183,Valid
889,989,4.887,,66,Valid
890,846,3.218,74,47,Valid
891,670,2.573,74,62,Valid
892,46,2.144,150,73,Valid
892,926,2.913,66,168,Valid
893,270,2.72,166,248,Valid
900,679,4.864,,191,Valid
901,87,3.467,138,156,Valid
901,527,2.593,156,119,Valid
902,319,2.065,78,88,Valid
902,735,2.116,131,115,Valid
903,167,2.504,133,145,Valid
903,567,2.578,144,185,Valid
903,999,2.098,150,114,Valid
904,391,2.012,153,148,Valid
904,831,2.024,133,125,Valid
905,255,2.266,136,159,Valid
905,647,2.083,170,139,Valid
906,47,2.291,147,153,Valid
906,423,2.256,159,164,Valid
906,775,2.413,156,171,Valid
907,247,2.339,138,115,Valid
907,655,2.421,136,130,Valid
908,55,2.06,159,149,Valid
908,463,1.852,163,80,Valid
908,815,1.948,159,140,Valid
909,159,1.745,178,81,Valid
909,512,2.202,138,187,Valid
909,816,1.905,202,182,Valid
911,16,2.136,51,77,Valid
911,376,2.276,147,114,Valid
911,800,2.045,163,118,Valid
912,248,2.101,131,161,Valid
913,480,2.04,50,40,Valid
913,816,2.017,153,104,Valid
914,216,1.968,150,110,Valid
914,616,1.958,144,134,Valid
915,16,2.098,147,163,Valid
919,617,2.06,48,106,Valid
920,1,1.989,153,123,Valid
920,473,2.027,138,146,Valid
920,865,2.118,144,169,Valid
921,329,2.093,141,176,Valid
922,201,1.976,70,49,Valid
922,505,2.162,153,146,Valid
923,337,2.431,75,181,Valid
923,761,1.913,163,193,Valid
924,585,2.723,68,100,Valid
924,945,2.271,174,75,Valid
925,393,2.446,122,100,Valid
925,785,2.423,144,207,Valid
926,689,2.243,71,120,Valid
927,418,3.068,78,252,Valid
1039,982,2.809,,150,Valid
1040,438,2.494,127,158,Valid
1040,974,2.146,113,174,Valid
1041,478,2.05,113,169,Valid
1041,950,2.149,136,165,Valid
1042,414,2.372,129,190,Valid
1042,870,2.769,110,224,Valid
1043,350,2.929,125,258,Valid
1043,814,3.058,127,275,Valid
1044,278,3.099,127,285,Valid
1044,758,3.188,125,279,Valid
1045,278,3.073,125,282,Valid
1045,750,3.178,125,267,Valid
1046,222,3.508,122,303,Valid
1046,742,3.231,120,295,Valid
1047,239,3.096,120,268,Valid
1047,711,3.383,120,261,Valid
1048,207,3.185,127,251,Valid
1048,687,3.063,122,265,Valid
1049,167,3.198,120,293,Valid
1049,663,3.183,122,301,Valid
1050,159,3.089,122,269,Valid
1050,639,3.155,122,278,Valid
1051,135,3.343,119,309,Valid
1051,655,3.373,117,323,Valid
1052,159,3.459,117,307,Valid
1052,663,3.332,122,305,Valid
1053,167,3.213,119,284,Valid
1053,639,3.371,122,305,Valid
1054,151,3.183,122,252,Valid
1054,631,3.145,120,278,Valid
1055,127,3.124,122,302,Valid
1055,615,3.17,119,283,Valid
1056,127,2.949,120,242,Valid
1056,640,2.581,125,160,Valid
1057,104,2.553,122,224,Valid
1057,560,2.644,127,234,Valid
1058,40,2.662,125,242,Valid
1058,592,2.258,136,0,Valid
1058,968,2.182,133,117,Valid
1059,392,2.649,127,265,Valid
1059,880,2.565,147,198,Valid
1060,360,2.647,105,250,Valid
1060,872,2.449,129,211,Valid
1061,304,2.662,129,269,Valid
1061,792,2.647,127,241,Valid
1062,256,3.272,122,295,Valid
1062,744,3.19,122,308,Valid
1063,360,2.634,120,29,Valid
1063,720,2.992,122,281,Valid
1064,240,2.758,125,239,Valid
1064,712,2.822,125,204,Valid
1065,160,3.272,127,261,Valid
1065,665,2.931,120,257,Valid
1066,649,2.578,63,132,Valid
1067,97,2.984,119,239,Valid
1067,561,3.061,156,289,Valid
1068,89,2.901,104,220,Valid
1068,537,3.078,125,268,Valid
1069,25,3.18,122,277,Valid
1069,537,2.802,127,243,Valid
1074,657,2.677,,228,Valid
1075,89,3.002,136,267,Valid
1075,530,3.193,136,265,Valid
1075,986,3.145,129,264,Valid
1076,466,2.901,111,249,Valid
1076,898,2.779,131,251,Valid
1077,354,2.578,136,215,Valid
1077,810,2.949,125,252,Valid
1078,242,2.728,174,241,Valid
1078,738,2.7,108,252,Valid
1079,170,2.799,133,227,Valid
1079,602,2.713,133,238,Valid
1080,66,2.682,131,262,Valid
1080,538,2.822,129,297,Valid
1081,458,2.934,65,210,Valid
1081,906,3.244,131,266,Valid
1082,338,2.84,166,220,Valid
1082,858,2.657,108,242,Valid
1083,282,2.847,163,284,Valid
1083,730,3.073,110,284,Valid
1084,202,3.071,127,255,Valid
1084,699,2.784,159,260,Valid
1085,203,2.845,100,212,Valid
1085,659,2.997,125,252,Valid
1086,131,3.17,127,359,Valid
1086,619,3.325,138,321,Valid
1087,219,3.157,111,140,Valid
1088,11,2.941,72,556,Valid
1129,511,6.165,41,286,Valid
1130,15,5.834,125,180,Valid
1130,528,7.63,119,563,Valid
1130,952,5.662,125,499,Valid
1143,593,3.876,66,45,Valid
1143,921,3.373,136,260,Valid
1144,361,3.101,159,288,Valid
1144,953,2.662,111,90,Valid
1145,257,2.621,166,246,Valid
1145,737,2.659,107,243,Valid
1146,249,2.205,136,0,Valid
1146,641,2.903,127,253,Valid
1147,121,3.028,125,262,Valid
1147,585,3.193,156,259,Valid
1148,490,4.313,62,457,Valid
1149,322,3.226,80,0,Valid
1176,53,3.912,,7,Valid
1176,509,3.172,127,5,Valid
1176,901,2.946,131,125,Valid
1177,341,2.827,127,209,Valid
1177,805,2.789,122,238,Valid
1178,333,2.791,120,228,Valid
1178,789,3.02,122,275,Valid
1179,269,2.817,122,244,Valid
1179,773,2.845,120,244,Valid
1180,269,2.85,125,255,Valid
1180,749,2.769,125,258,Valid
1181,237,2.802,122,251,Valid
1181,701,2.888,127,274,Valid
1182,205,2.687,125,190,Valid
1182,661,2.667,125,246,Valid
1183,189,2.588,117,239,Valid
1183,669,2.738,119,244,Valid
1184,165,2.756,125,246,Valid
1184,661,2.898,117,269,Valid
1185,149,2.891,127,234,Valid
1185,638,2.939,120,258,Valid
1186,134,2.934,125,261,Valid
1186,614,3.068,120,259,Valid
1187,102,3.129,122,270,Valid
1187,598,3.091,122,261,Valid
1188,86,2.921,125,229,Valid
1188,566,3.02,119,258,Valid
1189,86,2.939,120,251,Valid
1189,558,3.033,127,258,Valid
1190,54,2.987,120,240,Valid
1190,542,2.954,122,230,Valid
1191,14,3.056,125,248,Valid
1191,502,3.112,125,262,Valid
1192,6,2.949,122,215,Valid
1192,502,2.873,120,213,Valid
1192,982,2.771,122,187,Valid
1193,502,2.276,133,0,Valid
1193,926,2.172,120,166,Valid
1194,407,2.002,131,85,Valid
1194,847,2.04,127,202,Valid
1195,295,2.385,131,254,Valid
