Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
220,836,5.461,115,280,Valid
221,340,5.621,120,316,Valid
221,844,5.352,122,184,Valid
222,341,5.563,117,290,Valid
222,837,5.852,120,307,Valid
223,349,5.913,117,312,Valid
223,869,5.748,113,279,Valid
224,373,5.362,120,253,Valid
224,861,5.712,119,376,Valid
225,389,5.69,120,228,Valid
225,893,5.806,113,312,Valid
226,405,5.613,119,259,Valid
226,885,5.867,125,316,Valid
227,381,5.669,122,244,Valid
227,869,5.669,119,313,Valid
228,389,5.545,117,261,Valid
228,893,5.446,119,262,Valid
229,381,5.563,122,279,Valid
229,885,5.283,120,225,Valid
230,389,5.639,117,311,Valid
230,893,5.464,120,250,Valid
231,390,5.535,119,268,Valid
231,878,5.555,125,251,Valid
232,358,5.585,122,292,Valid
232,870,5.309,119,234,Valid
233,358,5.347,119,310,Valid
233,846,5.466,125,268,Valid
234,342,5.504,120,266,Valid
234,822,5.563,125,312,Valid
235,342,5.692,115,288,Valid
235,830,5.606,125,234,Valid
236,318,5.56,120,296,Valid
236,814,5.403,122,251,Valid
237,310,5.827,117,339,Valid
237,830,5.631,117,269,Valid
238,350,5.517,115,262,Valid
238,862,5.657,115,313,Valid
239,390,5.398,113,281,Valid
239,910,5.161,117,245,Valid
240,407,5.321,119,275,Valid
240,935,5.032,115,235,Valid
241,439,4.773,120,203,Valid
241,927,4.895,119,259,Valid
242,423,4.79,125,189,Valid
247,895,3.249,,46,Valid
248,743,2.822,72,0,Valid
249,248,3.51,120,198,Valid
249,712,4.582,117,545,Valid
250,208,4.094,136,60,Valid
250,672,5.291,122,86,Valid
251,176,6.515,120,294,Valid
251,704,6.088,104,310,Valid
252,224,6.462,117,411,Valid
252,720,6.431,122,333,Valid
253,224,6.695,117,297,Valid
253,736,6.688,117,328,Valid
254,256,6.967,115,358,Valid
254,784,6.792,115,263,Valid
255,272,7.234,119,411,Valid
255,792,6.924,120,253,Valid
256,280,7.033,119,359,Valid
256,792,7.165,117,356,Valid
257,313,7.379,117,325,Valid
257,825,7.318,117,306,Valid
258,312,7.31,120,346,Valid
258,832,7.142,115,328,Valid
259,353,6.96,117,292,Valid
259,873,7.01,113,351,Valid
260,377,6.502,122,197,Valid
260,865,6.772,117,383,Valid
261,385,6.439,120,255,Valid
261,865,6.5,122,305,Valid
262,361,6.388,120,263,Valid
262,857,6.497,119,344,Valid
263,377,6.525,117,278,Valid
263,865,6.784,120,350,Valid
264,361,5.974,129,122,Valid
264,849,6.523,111,400,Valid
265,361,6.195,122,248,Valid
265,849,6.03,122,251,Valid
266,329,6.093,125,292,Valid
266,825,6.198,120,301,Valid
267,321,6.307,119,288,Valid
267,817,6.226,122,259,Valid
268,314,5.738,120,218,Valid
268,794,6.335,120,395,Valid
269,314,5.809,122,180,Valid
269,770,6.002,125,301,Valid
270,250,6.071,125,311,Valid
270,746,5.481,127,176,Valid
271,210,6.561,119,461,Valid
271,762,5.364,122,42,Valid
272,218,5.936,115,375,Valid
272,722,5.626,127,257,Valid
273,226,5.931,117,272,Valid
273,722,5.845,119,263,Valid
274,210,6.106,120,352,Valid
274,722,6.126,120,307,Valid
275,218,5.786,120,246,Valid
275,706,5.801,122,236,Valid
276,194,6.246,119,370,Valid
276,730,5.674,117,217,Valid
277,235,6.045,111,371,Valid
277,763,5.354,122,144,Valid
278,227,5.611,122,290,Valid
278,715,5.715,125,253,Valid
279,227,5.735,115,277,Valid
279,707,5.542,127,248,Valid
280,211,5.494,119,243,Valid
280,723,5.558,117,251,Valid
281,203,5.545,125,242,Valid
281,707,5.618,117,288,Valid
282,211,5.824,119,343,Valid
282,715,5.464,122,202,Valid
283,203,4.994,120,191,Valid
283,707,5.05,117,275,Valid
284,219,5.237,115,294,Valid
284,763,5.646,110,320,Valid
285,275,5.578,119,276,Valid
285,779,5.751,119,265,Valid
286,292,5.197,122,166,Valid
286,788,5.387,113,335,Valid
287,308,4.78,122,178,Valid
287,796,5.398,113,301,Valid
288,332,5.276,117,227,Valid
288,852,5.469,111,300,Valid
289,372,5.215,120,224,Valid
289,860,5.017,120,212,Valid
290,388,4.925,110,258,Valid
290,892,5.197,119,314,Valid
291,420,4.981,117,189,Valid
291,900,5.405,120,275,Valid
292,444,5.7,110,364,Valid
292,980,5.288,115,228,Valid
293,500,5.606,111,297,Valid
294,20,5.151,119,182,Valid
294,548,5.38,110,323,Valid
295,101,5.072,113,210,Valid
295,589,4.994,120,219,Valid
296,101,4.856,117,198,Valid
296,565,5.204,125,324,Valid
297,109,5.301,111,275,Valid
297,637,5.349,115,228,Valid
298,125,5.491,120,268,Valid
298,629,5.357,119,260,Valid
299,133,5.639,117,347,Valid
299,669,5.06,119,180,Valid
300,149,4.577,122,133,Valid
300,645,5.611,115,384,Valid
301,205,4.912,113,154,Valid
301,693,5.072,115,293,Valid
302,237,4.765,117,155,Valid
302,717,5.085,119,236,Valid
303,197,5.085,125,278,Valid
303,709,4.76,122,148,Valid
308,446,5.662,,556,Valid
308,902,6.213,138,311,Valid
309,374,6.782,125,435,Valid
309,910,7.46,111,445,Valid
310,502,8.158,98,639,Valid
311,70,8.565,108,582,Valid
311,582,8.435,117,518,Valid
312,94,8.725,117,585,Valid
312,606,8.019,119,396,Valid
313,118,8.199,117,478,Valid
313,662,7.874,111,350,Valid
314,223,8.24,105,453,Valid
314,783,8.252,107,403,Valid
315,327,8.514,110,476,Valid
315,879,7.76,111,228,Valid
316,391,8.115,111,533,Valid
316,943,7.666,115,248,Valid
317,455,7.976,111,417,Valid
317,999,8.382,110,565,Valid
318,583,7.838,104,323,Valid
319,127,7.854,107,524,Valid
319,687,7.63,110,393,Valid
320,247,7.813,105,437,Valid
320,807,8.547,105,645,Valid
321,375,8.301,110,341,Valid
321,903,8.407,110,453,Valid
322,471,8.87,104,634,Valid
323,71,8.92,101,507,Valid
323,632,8.971,107,537,Valid
324,184,8.572,110,372,Valid
324,720,9.101,110,573,Valid
325,280,8.898,108,488,Valid
325,872,8.862,98,558,Valid
326,568,8.303,85,548,Valid
327,200,8.567,96,559,Valid
327,768,8.461,107,479,Valid
328,352,8.489,104,407,Valid
328,904,8.285,107,493,Valid
329,464,7.935,108,399,Valid
330,40,7.841,104,417,Valid
330,600,8.105,105,512,Valid
331,144,8.014,111,442,Valid
331,704,7.762,107,403,Valid
332,273,8.344,102,532,Valid
332,857,8.346,107,400,Valid
333,417,8.197,105,421,Valid
333,993,8.352,102,467,Valid
334,553,8.443,108,474,Valid
335,129,8.133,104,434,Valid
335,705,8.26,102,489,Valid
336,257,8.148,110,416,Valid
336,825,8.222,104,467,Valid
337,409,8.346,102,485,Valid
338,9,8.245,100,482,Valid
338,601,8.207,101,479,Valid
339,209,8.296,97,509,Valid
339,817,8.331,100,495,Valid
340,417,8.176,98,478,Valid
341,33,8.245,98,467,Valid
341,642,8.184,98,488,Valid
342,274,8.087,94,435,Valid
342,874,7.404,102,332,Valid
343,482,7.229,94,430,Valid
344,114,6.612,97,319,Valid
344,730,6.652,96,400,Valid
345,354,6.668,96,365,Valid
345,978,7.061,96,441,Valid
346,578,7.216,101,379,Valid
347,162,7.394,101,410,Valid
347,770,7.325,100,401,Valid
348,394,7.17,94,402,Valid
349,26,7.054,94,366,Valid
349,618,7.437,100,445,Valid
350,235,7.747,98,449,Valid
350,827,7.523,102,386,Valid
351,419,7.269,100,364,Valid
352,27,7.523,97,468,Valid
352,667,7.821,93,470,Valid
353,275,8.105,101,419,Valid
353,875,7.854,98,378,Valid
354,483,8.105,97,493,Valid
355,123,8.255,93,511,Valid
355,771,8.07,93,462,Valid
356,331,7.864,108,393,Valid
356,899,7.971,105,380,Valid
357,483,7.887,102,379,Valid
358,67,7.874,102,416,Valid
358,699,7.739,92,472,Valid
359,315,8.075,97,495,Valid
359,955,7.648,94,373,Valid
360,540,7.783,101,469,Valid
361,156,8.082,97,493,Valid
361,772,7.894,98,414,Valid
362,396,8.169,96,497,Valid
362,988,7.445,102,321,Valid
363,588,7.892,97,456,Valid
364,236,7.579,93,402,Valid
364,876,7.973,93,489,Valid
365,492,8.131,97,460,Valid
366,116,8.522,96,499,Valid
366,756,8.285,93,452,Valid
367,380,8.141,96,459,Valid
367,972,8.039,102,397,Valid
368,556,7.95,101,407,Valid
369,157,7.488,101,354,Valid
369,773,7.597,96,444,Valid
370,437,7.78,90,450,Valid
371,69,8.288,93,498,Valid
371,653,7.943,105,361,Valid
372,221,8.24,104,438,Valid
372,861,7.313,93,325,Valid
373,445,7.287,101,455,Valid
374,45,6.845,104,312,Valid
374,597,7.046,105,359,Valid
375,181,7.003,101,370,Valid
375,773,7.424,101,465,Valid
376,381,7.115,101,349,Valid
376,981,7.219,98,408,Valid
377,581,7.186,100,385,Valid
378,206,6.794,96,335,Valid
378,790,6.779,100,400,Valid
379,446,6.98,93,429,Valid
380,54,6.574,98,335,Valid
380,638,6.988,101,443,Valid
381,190,6.83,111,336,Valid
385,662,6.078,,417,Valid
386,206,6.302,113,314,Valid
386,734,5.982,113,308,Valid
387,287,5.789,111,198,Valid
387,775,6.177,115,338,Valid
388,279,6.533,117,479,Valid
388,823,5.639,115,200,Valid
389,335,4.933,117,212,Valid
389,871,4.422,113,189,Valid
390,375,4.511,117,226,Valid
390,887,5.001,115,303,Valid
391,455,5.095,108,199,Valid
391,983,4.933,110,258,Valid
392,543,4.663,110,211,Valid
393,71,4.625,110,292,Valid
393,623,4.679,110,251,Valid
394,167,4.704,110,226,Valid
394,687,5.006,115,269,Valid
395,215,5.86,110,441,Valid
395,775,6.068,110,314,Valid
396,319,6.774,107,415,Valid
396,863,7.082,110,419,Valid
397,416,6.957,110,412,Valid
397,968,6.967,108,408,Valid
398,520,6.845,110,322,Valid
399,48,6.805,111,333,Valid
399,568,6.32,119,239,Valid
400,80,6.17,115,320,Valid
400,624,5.806,111,240,Valid
401,144,6.48,110,403,Valid
401,696,6.264,111,268,Valid
402,224,6.347,111,370,Valid
402,776,6.307,108,393,Valid
403,344,6.332,107,291,Valid
403,856,6.624,113,392,Valid
404,408,6.599,111,311,Valid
404,936,5.926,113,278,Valid
405,472,5.88,110,322,Valid
406,8,5.583,115,240,Valid
406,545,5.347,110,236,Valid
407,73,5.4,113,293,Valid
407,601,5.192,113,245,Valid
408,105,5.194,119,267,Valid
408,617,5.062,115,301,Valid
409,145,5.309,115,314,Valid
409,681,5.387,110,291,Valid
410,217,5.243,111,257,Valid
410,745,5.194,113,289,Valid
411,273,5.301,111,340,Valid
411,825,5.088,111,229,Valid
412,361,5.171,110,281,Valid
412,897,5.255,111,304,Valid
413,449,5.204,110,268,Valid
413,985,5.177,110,265,Valid
414,521,4.801,115,192,Valid
415,33,5.121,111,354,Valid
415,586,5.131,111,277,Valid
416,122,4.831,113,188,Valid
416,634,5.113,110,328,Valid
417,194,4.864,113,231,Valid
417,714,4.592,115,186,Valid
418,218,4.689,115,240,Valid
418,738,5.179,113,381,Valid
419,290,4.978,113,233,Valid
419,826,4.999,108,234,Valid
420,338,5.58,113,399,Valid
420,882,5.992,113,389,Valid
421,410,5.926,117,242,Valid
421,914,6.195,115,308,Valid
422,426,6.373,115,418,Valid
422,986,6.594,107,411,Valid
423,538,6.838,111,363,Valid
424,34,6.721,120,335,Valid
424,547,6.861,117,368,Valid
425,67,6.909,113,360,Valid
425,571,6.886,120,354,Valid
426,83,7.041,115,400,Valid
426,595,6.878,119,335,Valid
427,107,6.995,117,338,Valid
427,627,6.609,117,290,Valid
428,123,6.581,117,354,Valid
428,643,6.967,115,418,Valid
429,179,6.789,113,330,Valid
429,691,6.718,115,346,Valid
430,203,7.054,117,394,Valid
430,739,6.815,113,320,Valid
431,259,6.678,115,305,Valid
431,779,6.368,115,306,Valid
432,299,6.157,113,322,Valid
432,795,6.995,119,479,Valid
433,324,6.909,119,331,Valid
433,844,6.894,113,317,Valid
434,364,7.483,110,480,Valid
434,900,7.336,117,381,Valid
435,420,7.267,115,346,Valid
435,940,7.181,115,338,Valid
436,444,7.275,115,421,Valid
436,980,7.135,115,338,Valid
437,500,7.094,113,367,Valid
438,20,6.998,115,361,Valid
438,548,7.381,113,423,Valid
439,76,7.384,115,385,Valid
439,596,7.554,113,412,Valid
440,108,7.369,119,356,Valid
440,620,7.607,115,435,Valid
441,140,7.153,117,317,Valid
441,636,7.523,119,431,Valid
442,156,7.511,115,437,Valid
442,668,7.551,117,399,Valid
443,189,7.153,117,311,Valid
443,701,7.046,115,381,Valid
444,237,6.848,111,378,Valid
444,765,6.37,115,271,Valid
445,277,6.525,113,402,Valid
445,821,6.543,111,372,Valid
446,341,6.53,115,346,Valid
446,869,6.85,113,390,Valid
447,389,7.059,115,408,Valid
447,901,6.988,117,369,Valid
448,413,7.054,119,355,Valid
448,917,6.84,120,291,Valid
449,413,6.911,119,361,Valid
453,718,4.356,52,192,Valid
454,206,5.949,117,502,Valid
454,662,6.774,138,385,Valid
455,126,6.886,129,243,Valid
455,558,7.186,133,393,Valid
455,998,7.475,136,441,Valid
456,494,7.64,120,455,Valid
457,22,7.407,119,271,Valid
457,526,7.717,115,374,Valid
458,38,7.661,119,329,Valid
458,550,8.189,115,441,Valid
459,22,7.691,131,293,Valid
459,510,7.856,120,351,Valid
459,990,7.737,125,309,Valid
460,510,7.96,113,394,Valid
461,6,7.673,122,346,Valid
461,495,7.351,122,322,Valid
461,991,7.485,119,378,Valid
462,479,7.656,125,363,Valid
462,983,7.526,119,310,Valid
463,471,7.696,122,364,Valid
463,935,7.447,131,303,Valid
464,479,7.468,107,376,Valid
464,943,7.384,129,390,Valid
465,447,7.003,122,267,Valid
465,927,7.28,120,365,Valid
466,439,7.371,117,351,Valid
466,943,7.242,120,340,Valid
467,407,7.308,129,351,Valid
467,903,7.783,119,399,Valid
468,375,7.427,131,285,Valid
468,871,7.437,117,401,Valid
469,367,7.44,122,343,Valid
469,943,7.419,101,375,Valid
470,432,7.008,125,344,Valid
470,944,6.934,119,333,Valid
471,456,6.932,117,313,Valid
471,952,7.272,119,369,Valid
472,448,7.069,120,338,Valid
472,952,6.741,119,307,Valid
473,448,6.769,122,326,Valid
473,944,6.67,120,300,Valid
474,424,6.769,122,364,Valid
474,928,6.665,120,290,Valid
475,424,6.866,117,362,Valid
475,944,6.52,119,291,Valid
476,440,6.767,119,351,Valid
476,936,6.617,122,269,Valid
477,392,6.525,129,324,Valid
477,880,6.568,122,344,Valid
478,384,6.416,120,283,Valid
478,864,6.454,122,331,Valid
479,361,6.33,122,301,Valid
479,857,6.243,119,302,Valid
480,337,6.139,127,295,Valid
480,833,6.223,119,309,Valid
481,313,6.226,125,325,Valid
481,817,6.612,119,349,Valid
482,313,6.609,122,309,Valid
482,825,6.734,113,358,Valid
483,313,6.408,125,341,Valid
483,809,6.571,120,337,Valid
484,289,6.345,125,294,Valid
484,785,6.571,120,347,Valid
485,297,6.449,117,328,Valid
485,809,6.502,117,320,Valid
486,321,6.462,117,337,Valid
486,809,6.728,120,398,Valid
487,313,6.632,120,335,Valid
487,817,6.759,119,346,Valid
488,289,6.414,129,287,Valid
488,769,6.576,122,361,Valid
489,274,6.678,119,343,Valid
489,770,6.711,120,362,Valid
490,258,6.5,125,304,Valid
490,762,6.655,117,332,Valid
491,234,6.523,127,339,Valid
491,722,6.627,125,311,Valid
492,218,6.586,119,353,Valid
492,714,6.706,120,345,Valid
493,202,6.502,125,319,Valid
493,682,6.345,125,270,Valid
494,146,6.375,127,322,Valid
494,642,6.731,119,381,Valid
495,138,6.82,125,335,Valid
495,626,6.767,122,293,Valid
496,114,6.688,120,332,Valid
496,594,6.599,125,344,Valid
497,106,6.358,119,259,Valid
497,538,6.243,136,328,Valid
498,26,6.279,125,288,Valid
498,507,6.299,122,322,Valid
498,995,6.302,125,287,Valid
499,475,6.647,120,382,Valid
499,955,6.36,129,270,Valid
500,403,6.607,131,349,Valid
500,883,6.284,127,246,Valid
501,379,5.794,122,240,Valid
501,819,6.081,131,340,Valid
502,291,6.251,129,320,Valid
502,747,6.52,129,330,Valid
503,227,6.83,125,438,Valid
503,979,4.592,82,59,Valid
507,604,5.796,60,505,Valid
508,60,6.444,129,399,Valid
508,508,8.156,133,527,Valid
508,980,8.171,127,351,Valid
509,420,8.682,131,427,Valid
509,900,8.748,129,439,Valid
510,388,8.595,125,350,Valid
510,988,7.445,97,282,Valid
511,556,8.321,108,378,Valid
512,4,7.91,136,245,Valid
512,460,8.151,129,285,Valid
512,924,7.932,131,284,Valid
513,420,7.617,122,239,Valid
513,900,7.706,122,298,Valid
514,372,7.889,125,333,Valid
514,884,8.552,117,352,Valid
515,372,8.519,122,387,Valid
515,868,8.552,119,360,Valid
516,349,8.862,125,414,Valid
516,829,8.852,129,358,Valid
517,325,8.773,119,337,Valid
517,813,8.715,122,363,Valid
518,325,9.007,115,412,Valid
518,829,8.75,125,329,Valid
519,341,9.271,111,396,Valid
519,845,8.42,125,260,Valid
520,333,8.39,119,337,Valid
520,917,8.603,105,308,Valid
521,493,9.098,101,421,Valid
522,77,9.492,101,495,Valid
522,653,8.791,107,311,Valid
523,197,8.758,108,332,Valid
523,829,9.055,101,384,Valid
524,461,8.715,90,356,Valid
525,101,8.771,92,393,Valid
525,710,8.354,97,346,Valid
526,326,8.656,100,417,Valid
526,902,8.217,102,352,Valid
527,486,8.087,101,331,Valid
528,54,8.199,107,338,Valid
528,606,8.026,108,329,Valid
529,166,7.816,104,349,Valid
529,774,8.331,107,303,Valid
530,398,8.532,90,396,Valid
530,982,8.334,104,330,Valid
531,582,8.362,100,365,Valid
532,150,8.095,104,313,Valid
532,718,7.8,107,318,Valid
533,326,7.968,100,335,Valid
533,910,7.897,102,308,Valid
534,502,7.971,101,299,Valid
535,94,8.082,101,330,Valid
535,671,7.938,102,333,Valid
536,271,8.026,100,340,Valid
536,839,7.904,104,334,Valid
537,423,7.925,104,333,Valid
537,991,7.884,105,333,Valid
538,543,7.777,107,338,Valid
539,159,8.08,100,388,Valid
539,719,7.826,104,358,Valid
540,279,7.77,108,307,Valid
540,855,7.871,104,337,Valid
541,431,8.077,102,383,Valid
542,7,8.103,104,372,Valid
542,567,8.219,110,348,Valid
543,111,7.844,107,319,Valid
543,679,7.625,107,280,Valid
544,272,7.866,101,378,Valid
544,824,7.432,107,311,Valid
545,408,7.625,102,330,Valid
545,960,7.539,108,322,Valid
546,512,7.358,107,315,Valid
547,112,7.447,102,319,Valid
547,680,7.445,104,327,Valid
548,280,7.391,101,314,Valid
548,848,7.384,105,325,Valid
549,448,7.399,98,334,Valid
549,992,7.191,110,305,Valid
550,576,7.242,101,345,Valid
551,120,7.414,110,364,Valid
551,720,8.044,101,414,Valid
552,264,7.976,108,360,Valid
552,808,7.77,111,314,Valid
553,329,7.435,113,325,Valid
553,849,7.488,117,337,Valid
554,417,7.755,105,359,Valid
554,953,7.717,110,377,Valid
555,489,7.788,113,369,Valid
556,65,7.762,104,340,Valid
556,617,7.615,108,356,Valid
557,161,7.457,108,323,Valid
557,705,7.671,110,356,Valid
558,233,7.559,115,325,Valid
558,769,7.384,113,326,Valid
559,305,7.498,108,335,Valid
559,833,7.122,115,296,Valid
560,345,6.955,117,299,Valid
560,881,7.041,110,340,Valid
561,433,7,108,330,Valid
561,961,7.13,113,330,Valid
562,522,7.17,108,329,Valid
563,90,7.544,104,385,Valid
563,650,7.666,108,347,Valid
564,210,7.887,105,391,Valid
564,786,7.714,105,352,Valid
565,338,7.404,107,305,Valid
565,890,7.005,110,292,Valid
566,458,7.379,105,379,Valid
566,994,7.569,110,356,Valid
567,522,7.158,115,303,Valid
568,58,7.056,110,330,Valid
568,626,7.46,107,360,Valid
569,146,7.084,113,322,Valid
569,698,7.206,108,349,Valid
570,282,7.366,102,367,Valid
570,834,7.257,110,315,Valid
571,371,6.83,111,294,Valid
571,931,6.972,105,341,Valid
572,499,7.361,107,382,Valid
573,51,7.183,107,332,Valid
573,651,7.463,102,368,Valid
574,211,7.521,105,374,Valid
580,27,5.903,,570,Valid
580,523,6.701,129,306,Valid
581,19,7.435,115,456,Valid
581,492,7.142,129,411,Valid
581,964,7.356,131,381,Valid
582,420,7.003,129,319,Valid
582,892,7.422,120,498,Valid
583,372,7.181,127,449,Valid
583,868,7.036,125,318,Valid
584,388,6.942,117,300,Valid
584,900,6.845,117,248,Valid
585,420,6.515,117,218,Valid
585,932,6.515,113,305,Valid
586,452,6.35,119,181,Valid
586,964,6.243,115,232,Valid
587,484,6.378,115,293,Valid
588,20,6.49,111,259,Valid
588,516,6.441,120,292,Valid
589,44,6.584,113,290,Valid
589,572,6.728,111,302,Valid
590,100,6.858,113,366,Valid
590,661,6.754,107,293,Valid
591,205,6.833,110,341,Valid
591,765,6.767,107,325,Valid
592,325,6.845,107,339,Valid
592,885,6.774,108,290,Valid
593,429,6.662,110,276,Valid
593,949,6.37,115,268,Valid
594,493,6.454,108,312,Valid
595,61,6.474,105,297,Valid
595,613,6.363,108,287,Valid
596,157,6.48,110,342,Valid
596,717,6.246,108,259,Valid
597,237,6.078,115,260,Valid
597,757,6.017,113,285,Valid
598,317,6.398,105,378,Valid
598,877,6.223,110,288,Valid
599,398,6.228,115,277,Valid
599,926,6.22,111,301,Valid
600,470,6.314,111,283,Valid
601,6,6.353,108,323,Valid
601,566,6.342,108,319,Valid
602,118,6.342,107,342,Valid
602,670,6.22,110,278,Valid
603,214,6.218,108,321,Valid
603,758,6.093,111,301,Valid
604,302,5.999,110,272,Valid
604,846,5.954,110,281,Valid
605,398,5.977,107,317,Valid
605,958,5.692,108,244,Valid
606,494,5.545,113,225,Valid
607,46,5.73,105,304,Valid
607,606,5.86,108,276,Valid
608,183,5.824,104,273,Valid
608,727,5.748,110,301,Valid
609,295,5.949,105,277,Valid
609,839,5.883,110,288,Valid
610,391,6.157,108,341,Valid
610,951,6.276,105,354,Valid
611,511,6.185,107,320,Valid
612,79,6.129,105,311,Valid
612,655,6.101,105,285,Valid
613,223,5.997,105,301,Valid
613,791,5.883,105,274,Valid
614,351,5.822,107,269,Valid
614,895,5.804,110,281,Valid
615,455,5.662,108,236,Valid
616,7,5.9,105,334,Valid
616,567,5.829,108,261,Valid
617,103,5.712,111,294,Valid
617,679,5.771,102,282,Valid
618,264,5.954,102,317,Valid
618,808,5.74,113,245,Valid
619,352,5.786,108,271,Valid
619,888,5.959,110,307,Valid
620,456,6.185,105,339,Valid
621,8,6.091,110,290,Valid
621,584,6.068,104,292,Valid
622,136,5.827,110,240,Valid
622,696,5.933,104,325,Valid
623,256,6.01,107,302,Valid
623,816,5.926,107,312,Valid
624,376,5.885,108,285,Valid
624,928,5.814,108,259,Valid
625,472,5.791,108,325,Valid
626,32,5.657,108,256,Valid
626,592,5.857,107,295,Valid
627,137,5.712,110,256,Valid
627,673,5.674,110,294,Valid
628,249,5.756,105,291,Valid
628,785,5.768,111,274,Valid
629,329,5.702,110,257,Valid
629,873,5.649,110,261,Valid
630,417,5.555,110,246,Valid
630,969,5.57,108,246,Valid
631,529,5.639,107,273,Valid
632,89,5.624,105,305,Valid
632,673,5.517,104,252,Valid
633,225,5.453,108,241,Valid
633,769,5.705,108,316,Valid
