Second,Millisecond,Depth,Rate (CPM),Release Velocity (MM/S),Valid/Invalid
517,14,2.583,122,89,Valid
517,518,2.367,122,95,Valid
518,6,2.311,119,109,Valid
518,502,2.365,120,104,Valid
519,14,2.23,119,72,Valid
519,518,2.901,115,186,Valid
520,78,2.375,117,28,Valid
520,527,2.667,117,153,Valid
521,55,2.398,122,70,Valid
521,551,2.738,113,169,Valid
522,55,2.639,122,119,Valid
522,535,2.847,122,135,Valid
523,71,2.766,113,119,Valid
523,583,2.644,117,109,Valid
524,71,2.756,119,155,Valid
524,567,2.583,129,85,Valid
525,55,2.812,117,131,Valid
525,559,2.756,119,139,Valid
526,79,2.924,115,134,Valid
526,567,2.977,122,122,Valid
527,71,2.743,119,124,Valid
527,567,2.736,120,148,Valid
528,79,2.888,117,164,Valid
528,575,3.012,120,121,Valid
529,63,2.954,125,117,Valid
529,607,2.451,113,56,Valid
530,128,2.436,108,119,Valid
530,664,2.162,119,83,Valid
531,168,1.918,120,61,Valid
531,656,1.836,117,43,Valid
532,160,2.101,110,159,Valid
532,760,1.732,117,4,Valid
533,232,1.562,122,0,Valid
533,736,1.928,108,135,Valid
534,288,1.986,115,93,Valid
534,792,2.085,117,72,Valid
535,264,2.408,119,138,Valid
535,784,2.324,122,86,Valid
536,312,2.225,111,91,Valid
536,856,1.958,113,59,Valid
537,328,2.154,115,131,Valid
537,896,1.842,117,52,Valid
538,408,1.844,110,90,Valid
538,920,1.836,120,77,Valid
539,433,1.875,117,81,Valid
539,937,2.113,115,85,Valid
540,465,2.068,115,99,Valid
540,977,2.131,117,92,Valid
541,505,2.258,110,140,Valid
542,49,2.291,115,86,Valid
542,521,2.517,120,115,Valid
543,41,2.433,119,99,Valid
543,561,2.479,113,123,Valid
544,97,2.268,111,118,Valid
544,617,2.062,120,56,Valid
551,722,2.652,,46,Valid
552,194,2.266,119,65,Valid
552,730,2.507,113,192,Valid
553,258,2.164,119,89,Valid
553,810,1.913,119,0,Valid
554,234,1.979,120,98,Valid
554,738,1.831,119,114,Valid
555,282,1.615,120,34,Valid
555,746,1.864,119,76,Valid
556,250,1.92,119,93,Valid
556,778,2.192,120,95,Valid
562,971,2.779,58,42,Valid
563,427,2.901,125,146,Valid
563,915,2.507,120,99,Valid
564,419,2.517,119,123,Valid
564,931,2.093,120,92,Valid
565,451,2.101,115,92,Valid
565,947,2.322,117,116,Valid
566,611,2.507,120,101,Valid
579,221,2.449,,216,Valid
579,637,2.852,166,129,Valid
580,125,3.802,122,146,Valid
580,621,4.836,120,260,Valid
581,77,4.511,125,240,Valid
581,589,4.26,122,143,Valid
582,85,4.31,119,149,Valid
582,597,4.341,119,132,Valid
583,93,4.557,117,210,Valid
583,597,4.851,119,243,Valid
584,117,5.062,115,248,Valid
584,645,4.983,113,202,Valid
585,166,4.879,117,170,Valid
585,694,4.783,113,154,Valid
586,214,4.796,117,141,Valid
586,710,4.963,119,248,Valid
587,294,3.747,110,50,Valid
589,462,4.717,,322,Valid
589,974,4.58,125,109,Valid
590,446,4.785,122,210,Valid
590,942,4.836,120,226,Valid
591,438,4.905,122,203,Valid
591,918,5.042,122,194,Valid
592,398,5.149,127,214,Valid
592,894,5.093,120,211,Valid
593,398,5.25,119,246,Valid
593,902,5.309,119,252,Valid
594,399,5.354,120,230,Valid
594,903,5.4,119,250,Valid
595,407,5.248,119,215,Valid
595,911,5.052,120,194,Valid
596,431,4.917,113,149,Valid
599,807,5.055,,305,Valid
600,311,4.846,122,149,Valid
600,799,5.164,120,262,Valid
601,295,5.25,122,253,Valid
601,791,5.618,119,278,Valid
602,303,5.611,117,233,Valid
602,799,5.334,120,246,Valid
603,296,5.319,119,323,Valid
603,808,5.09,125,188,Valid
604,304,5.26,117,244,Valid
604,800,5.362,119,234,Valid
605,296,5.558,120,306,Valid
605,832,5.372,115,150,Valid
606,336,5.425,117,180,Valid
606,848,5.245,119,191,Valid
610,56,5.123,,305,Valid
610,560,4.94,125,135,Valid
611,56,4.768,120,210,Valid
611,536,4.74,122,264,Valid
612,72,4.277,119,62,Valid
612,537,4.874,117,216,Valid
613,41,4.712,125,208,Valid
613,553,4.592,117,199,Valid
614,57,4.506,120,199,Valid
614,561,4.323,120,134,Valid
615,49,4.445,119,192,Valid
615,561,4.303,119,105,Valid
616,57,3.96,120,130,Valid
616,545,4.087,120,196,Valid
617,57,4.321,119,172,Valid
620,449,3.947,,178,Valid
620,937,4.463,122,266,Valid
621,441,4.496,122,204,Valid
621,921,4.585,122,128,Valid
622,402,4.717,122,221,Valid
622,906,4.735,119,184,Valid
623,402,4.956,120,234,Valid
623,914,4.768,120,173,Valid
624,394,4.63,122,161,Valid
624,898,4.407,122,91,Valid
625,402,4.475,115,181,Valid
625,906,4.417,119,186,Valid
626,418,4.407,119,184,Valid
626,930,4.526,115,192,Valid
627,442,4.633,117,205,Valid
627,954,4.422,119,150,Valid
628,450,4.633,119,203,Valid
628,954,4.503,120,154,Valid
629,466,4.557,115,159,Valid
629,978,4.592,117,191,Valid
633,347,4.877,,257,Valid
633,867,4.656,120,153,Valid
634,347,4.74,122,227,Valid
634,835,4.508,122,180,Valid
635,339,4.425,120,148,Valid
635,827,4.559,119,192,Valid
636,323,4.379,122,167,Valid
636,811,4.394,122,186,Valid
637,315,4.117,122,124,Valid
637,795,4.382,119,239,Valid
638,331,4.039,119,98,Valid
638,827,4.049,117,122,Valid
639,331,4.267,117,188,Valid
639,859,3.924,115,108,Valid
640,380,3.909,113,132,Valid
640,884,4.397,119,203,Valid
641,404,4.379,117,165,Valid
641,908,4.249,119,130,Valid
642,404,4.577,117,216,Valid
642,924,4.44,119,176,Valid
643,444,4.529,113,171,Valid
643,956,4.613,117,193,Valid
644,468,4.867,117,192,Valid
644,972,4.663,119,175,Valid
645,484,4.508,119,138,Valid
645,972,4.691,119,214,Valid
648,636,4.834,,291,Valid
649,165,4.757,115,214,Valid
649,645,5.177,122,279,Valid
650,149,5.237,119,251,Valid
650,653,5.324,119,253,Valid
651,149,5.334,120,268,Valid
651,677,5.225,115,222,Valid
652,197,5.146,115,211,Valid
652,701,5.215,119,237,Valid
653,205,5.204,120,209,Valid
653,701,5.248,119,220,Valid
654,205,5.192,119,191,Valid
654,717,5.105,117,203,Valid
655,221,4.963,119,205,Valid
655,741,5.042,115,242,Valid
659,45,5.227,,301,Valid
659,574,4.841,117,178,Valid
660,54,5.136,122,220,Valid
660,534,5.1,125,236,Valid
661,22,5.159,120,251,Valid
661,518,5.199,122,227,Valid
662,14,5.354,119,256,Valid
662,518,5.479,119,260,Valid
663,22,5.41,120,253,Valid
663,534,5.466,115,255,Valid
664,46,5.344,119,211,Valid
664,550,5.314,119,230,Valid
665,70,5.425,115,250,Valid
665,590,5.273,115,207,Valid
666,102,5.065,119,183,Valid
668,799,4.938,,286,Valid
669,335,5.098,117,224,Valid
669,823,5.339,119,258,Valid
670,327,5.255,120,224,Valid
670,831,5.286,117,242,Valid
671,327,5.362,120,260,Valid
671,855,5.243,115,190,Valid
672,343,5.1,122,206,Valid
672,847,5.07,119,226,Valid
673,359,5.093,119,215,Valid
673,855,5.072,119,209,Valid
674,343,5.187,122,205,Valid
674,847,5.227,117,219,Valid
675,327,5.123,127,232,Valid
675,823,4.923,122,199,Valid
676,335,4.971,115,222,Valid
676,847,5.149,117,228,Valid
677,360,5.215,117,213,Valid
677,872,5.177,117,219,Valid
678,384,4.968,117,202,Valid
678,880,4.953,122,197,Valid
679,384,5.075,115,255,Valid
679,912,5.08,115,216,Valid
680,416,5.265,119,233,Valid
680,920,5.177,119,206,Valid
681,440,5.072,117,185,Valid
681,936,4.945,119,208,Valid
697,402,3.622,,0,Valid
697,938,4.806,105,459,Valid
698,394,3.658,136,182,Valid
698,906,3.838,120,66,Valid
699,338,4.084,133,157,Valid
699,794,4.562,122,327,Valid
700,258,4.346,131,289,Valid
700,770,3.98,125,176,Valid
701,258,4.011,122,119,Valid
701,682,4.389,129,249,Valid
702,130,4.519,133,310,Valid
702,594,4.481,136,241,Valid
703,58,4.277,129,214,Valid
703,498,4.468,133,268,Valid
703,978,4.326,129,193,Valid
704,434,4.435,127,243,Valid
704,906,4.28,129,208,Valid
705,355,4.209,133,198,Valid
705,835,4.178,125,213,Valid
706,267,4.214,138,173,Valid
709,563,3.312,,42,Valid
709,987,4.376,136,173,Valid
710,403,4.849,138,447,Valid
710,867,4.178,138,245,Valid
711,307,4.44,138,183,Valid
711,747,4.699,127,266,Valid
712,515,3.132,78,84,Valid
713,611,4.856,55,342,Valid
714,51,4.658,133,256,Valid
714,468,4.907,138,342,Valid
714,916,4.892,138,338,Valid
715,372,4.376,136,225,Valid
716,260,5.019,65,196,Valid
716,716,5.781,133,313,Valid
721,836,9.002,,524,Valid
722,300,8.278,127,454,Valid
722,772,8.207,129,512,Valid
723,229,7.793,133,420,Valid
723,693,7.94,127,471,Valid
724,133,7.777,136,439,Valid
724,589,8.037,127,483,Valid
725,77,8.367,125,501,Valid
725,565,8.247,127,428,Valid
726,61,8.252,119,444,Valid
726,549,7.884,125,405,Valid
727,45,7.663,122,326,Valid
727,533,7.612,119,423,Valid
728,21,7.457,125,378,Valid
728,509,7.315,125,333,Valid
729,13,7.338,115,429,Valid
729,517,7.236,120,332,Valid
734,62,7.107,,500,Valid
734,630,7.346,105,436,Valid
735,134,7.13,120,362,Valid
735,638,6.825,119,331,Valid
736,126,6.797,120,380,Valid
736,598,6.538,127,373,Valid
737,62,7.028,125,442,Valid
737,534,7.328,127,474,Valid
738,22,7.297,127,427,Valid
738,510,7.351,125,421,Valid
738,998,7.107,125,314,Valid
739,486,7.14,120,380,Valid
739,974,6.914,125,309,Valid
740,454,6.96,120,383,Valid
740,950,7.104,125,367,Valid
741,430,7.226,122,323,Valid
745,327,6.751,,464,Valid
745,815,7.115,129,460,Valid
746,287,7.178,131,339,Valid
746,759,7.201,125,406,Valid
747,231,7.01,125,391,Valid
747,695,6.807,129,361,Valid
748,167,6.835,125,428,Valid
748,663,6.716,125,354,Valid
749,135,6.772,127,348,Valid
749,623,6.774,122,313,Valid
750,87,6.812,129,367,Valid
750,583,6.843,119,401,Valid
751,71,6.825,125,369,Valid
751,544,6.863,129,318,Valid
752,24,7.214,120,391,Valid
752,520,6.901,125,312,Valid
756,384,6.398,,415,Valid
756,888,6.673,122,406,Valid
757,360,6.657,129,385,Valid
757,832,6.441,131,250,Valid
758,288,6.292,127,316,Valid
758,776,6.429,119,420,Valid
759,280,6.21,125,257,Valid
759,728,6.561,127,407,Valid
760,201,6.368,131,308,Valid
760,697,6.571,120,356,Valid
761,193,6.284,125,211,Valid
761,673,6.548,119,391,Valid
762,177,6.213,120,311,Valid
762,681,5.959,120,234,Valid
763,145,6.139,125,342,Valid
763,617,5.867,131,193,Valid
767,529,5.359,,326,Valid
768,49,5.4,119,265,Valid
768,505,5.888,131,400,Valid
768,993,5.591,129,249,Valid
769,442,5.809,129,276,Valid
769,914,6.218,122,353,Valid
770,378,6.104,129,364,Valid
770,874,6.134,125,312,Valid
771,370,6.325,120,296,Valid
771,858,6.027,122,286,Valid
772,338,6.162,125,329,Valid
772,842,6.223,120,263,Valid
773,330,6.081,120,322,Valid
773,818,5.679,125,235,Valid
774,290,5.634,127,202,Valid
774,778,5.751,119,319,Valid
775,282,5.555,122,250,Valid
781,179,4.971,,307,Valid
781,675,5.324,125,310,Valid
782,123,5.357,136,322,Valid
782,603,5.621,125,340,Valid
783,83,5.644,129,193,Valid
783,531,5.202,133,80,Valid
784,811,4.536,46,169,Valid
785,315,4.872,113,275,Valid
785,779,4.77,127,304,Valid
786,267,4.923,125,361,Valid
786,755,5.07,127,288,Valid
787,235,5.616,122,306,Valid
787,723,5.931,122,311,Valid
788,212,6.002,125,328,Valid
788,692,5.984,127,273,Valid
789,164,5.997,127,266,Valid
789,620,5.845,131,256,Valid
835,937,6.594,,562,Valid
836,393,6.375,144,297,Valid
836,849,7.252,131,288,Valid
837,297,8.186,125,483,Valid
837,761,7.836,127,544,Valid
838,265,7.003,127,301,Valid
838,745,6.805,127,246,Valid
839,209,6.975,125,362,Valid
839,697,7.059,120,397,Valid
840,177,6.751,127,345,Valid
